,datetime,lat_dd,long_dd,location,depth_m,temp_degC,source,month,datetime_ms
15837,2016-11-01 15:15:00,43.3913,-72.0576,loon,1.5,11.235999999999999,edi.500.2,11,1478013300000.0
15838,2016-11-01 15:30:00,43.3913,-72.0576,loon,1.5,11.139000000000001,edi.500.2,11,1478014200000.0
15839,2016-11-01 15:45:00,43.3913,-72.0576,loon,1.5,11.040999999999999,edi.500.2,11,1478015100000.0
15840,2016-11-01 16:00:00,43.3913,-72.0576,loon,1.5,11.040999999999999,edi.500.2,11,1478016000000.0
269615,2016-11-01 15:10:00,43.3857,-72.0812,harbor,1.5,11.03,edi.499.2,11,1478013000000.0
269616,2016-11-01 15:20:00,43.3857,-72.0812,harbor,1.5,11.02,edi.499.2,11,1478013600000.0
269617,2016-11-01 15:30:00,43.3857,-72.0812,harbor,1.5,11.01,edi.499.2,11,1478014200000.0
269618,2016-11-01 15:40:00,43.3857,-72.0812,harbor,1.5,10.98,edi.499.2,11,1478014800000.0
269619,2016-11-01 15:50:00,43.3857,-72.0812,harbor,1.5,10.94,edi.499.2,11,1478015400000.0
269620,2016-11-01 16:00:00,43.3857,-72.0812,harbor,1.5,10.94,edi.499.2,11,1478016000000.0
