,datetime,lat_dd,long_dd,location,depth_m,temp_degC,source,month,datetime_ms
256964,2016-08-05 15:10:00,43.3913,-72.0576,loon,1.5,25.01,edi.499.2,8,1470409800000.0
256965,2016-08-05 15:20:00,43.3913,-72.0576,loon,1.5,24.93,edi.499.2,8,1470410400000.0
256966,2016-08-05 15:30:00,43.3913,-72.0576,loon,1.5,24.85,edi.499.2,8,1470411000000.0
256967,2016-08-05 15:40:00,43.3913,-72.0576,loon,1.5,24.759999999999994,edi.499.2,8,1470411600000.0
256968,2016-08-05 15:50:00,43.3913,-72.0576,loon,1.5,24.74,edi.499.2,8,1470412200000.0
256969,2016-08-05 16:00:00,43.3913,-72.0576,loon,1.5,24.66,edi.499.2,8,1470412800000.0
399335,2016-08-05 16:00:00,43.3948,-72.079,NorthSunapeeHarbor,1.5,23.83,edi.498.1,8,1470412800000.0
434130,2016-08-05 16:00:00,43.3446,-72.0438,SouthOfTheFells,1.6,24.53,edi.498.1,8,1470412800000.0
468925,2016-08-05 16:00:00,43.3235,-72.0411,Newbury,1.4,24.37,edi.498.1,8,1470412800000.0
503720,2016-08-05 16:00:00,43.4096,-72.0365,HerrickCoveSouth,1.7,24.87,edi.498.1,8,1470412800000.0
