,datetime,lat_dd,long_dd,location,depth_m,temp_degC,source,month,datetime_ms
289975,2017-09-01 15:10:00,43.3913,-72.0576,loon,1.5,20.35,edi.499.2,9,1504278600000.0
289976,2017-09-01 15:20:00,43.3913,-72.0576,loon,1.5,20.35,edi.499.2,9,1504279200000.0
289977,2017-09-01 15:30:00,43.3913,-72.0576,loon,1.5,20.35,edi.499.2,9,1504279800000.0
289978,2017-09-01 15:40:00,43.3913,-72.0576,loon,1.5,20.330000000000005,edi.499.2,9,1504280400000.0
289979,2017-09-01 15:50:00,43.3913,-72.0576,loon,1.5,20.330000000000005,edi.499.2,9,1504281000000.0
289980,2017-09-01 16:00:00,43.3913,-72.0576,loon,1.5,20.32,edi.499.2,9,1504281600000.0
402501,2017-09-01 16:00:00,43.3948,-72.079,NorthSunapeeHarbor,1.4,20.17,edi.498.1,9,1504281600000.0
437296,2017-09-01 16:00:00,43.3446,-72.0438,SouthOfTheFells,1.8,19.71,edi.498.1,9,1504281600000.0
472091,2017-09-01 16:00:00,43.3235,-72.0411,Newbury,1.5,19.7,edi.498.1,9,1504281600000.0
506886,2017-09-01 16:00:00,43.4096,-72.0365,HerrickCoveSouth,1.5,19.84,edi.498.1,9,1504281600000.0
