bin,LT05_L1TP_013030_19840610_20200918_02_T1,LT05_L1TP_013030_19840930_20200918_02_T1,LT05_L1TP_013030_19841016_20200918_02_T1,LT05_L1TP_013030_19850901_20200918_02_T1,LT05_L1TP_013030_19850917_20200918_02_T1,LT05_L1TP_013030_19851120_20200918_02_T1,LT05_L1TP_013030_19860515_20200917_02_T1,LT05_L1TP_013030_19860616_20200917_02_T1,LT05_L1TP_013030_19860718_20200917_02_T1,LT05_L1TP_013030_19861022_20200917_02_T1,LT05_L1TP_013030_19861123_20200917_02_T1,LT05_L1TP_013030_19870502_20201014_02_T1,LT04_L1TP_013030_19870526_20201014_02_T1,LT05_L1TP_013030_19870619_20201014_02_T1,LT05_L1TP_013030_19870806_20201014_02_T1,LT05_L1TP_013030_19871009_20201014_02_T1,LT05_L1TP_013030_19871025_20201014_02_T1,LT05_L1TP_013030_19880605_20200917_02_T1,LT05_L1TP_013030_19880621_20200917_02_T1,LT05_L1TP_013030_19880707_20200917_02_T1,LT05_L1TP_013030_19880723_20200917_02_T1,LT05_L1TP_013030_19880808_20200917_02_T1,LT05_L1TP_013030_19880909_20200917_02_T1,LT05_L1TP_013030_19880925_20200917_02_T1,LT05_L1TP_013030_19881027_20200917_02_T1,LT05_L1TP_013030_19881112_20200917_02_T1,LT05_L1TP_013030_19890507_20200916_02_T1,LT05_L1TP_013030_19890726_20200916_02_T1,LT04_L1TP_013030_19890803_20200916_02_T1,LT04_L1TP_013030_19890819_20200916_02_T1,LT05_L1TP_013030_19890827_20200916_02_T1,LT05_L1TP_013030_19890928_20200916_02_T1,LT05_L1TP_013030_19891014_20200916_02_T1,LT05_L1TP_013030_19891030_20200916_02_T1,LT05_L1TP_013030_19900526_20200916_02_T1,LT05_L1TP_013030_19900627_20200915_02_T1,LT04_L1TP_013030_19900721_20200915_02_T1,LT05_L1TP_013030_19900729_20200916_02_T1,LT05_L1TP_013030_19900830_20200916_02_T1,LT05_L1TP_013030_19901001_20200915_02_T1,LT05_L1TP_013030_19901017_20200915_02_T1,LT05_L1TP_013030_19901118_20200915_02_T1,LT05_L1TP_013030_19910513_20200915_02_T1,LT05_L1TP_013030_19910529_20200915_02_T1,LT05_L1TP_013030_19910716_20200915_02_T1,LT05_L1TP_013030_19910801_20200915_02_T1,LT05_L1TP_013030_19910817_20200915_02_T1,LT05_L1TP_013030_19910902_20200915_02_T1,LT05_L1TP_013030_19910918_20200915_02_T1,LT05_L1TP_013030_19911004_20200915_02_T1,LT05_L1TP_013030_19911105_20200915_02_T1,LT05_L1TP_013030_19920515_20200914_02_T1,LT05_L1TP_013030_19920616_20200914_02_T1,LT05_L1TP_013030_19920819_20200914_02_T1,LT05_L1TP_013030_19920920_20200914_02_T1,LT05_L1TP_013030_19921006_20200914_02_T1,LT05_L1TP_013030_19921022_20200914_02_T1,LT05_L1TP_013030_19921107_20200914_02_T1,LT05_L1TP_013030_19930502_20200914_02_T1,LT05_L1TP_013030_19930603_20200914_02_T1,LT05_L1TP_013030_19930705_20200914_02_T1,LT05_L1TP_013030_19930806_20200913_02_T1,LT05_L1TP_013030_19930907_20200913_02_T1,LT05_L1TP_013030_19931025_20200913_02_T1,LT05_L1TP_013030_19931110_20200913_02_T1,LT05_L1TP_013030_19931126_20200913_02_T1,LT05_L1TP_013030_19940521_20200913_02_T1,LT05_L1TP_013030_19940622_20200913_02_T1,LT05_L1TP_013030_19940708_20200913_02_T1,LT05_L1TP_013030_19940724_20200913_02_T1,LT05_L1TP_013030_19940809_20200913_02_T1,LT05_L1TP_013030_19940825_20200913_02_T1,LT05_L1TP_013030_19940910_20200913_02_T1,LT05_L1TP_013030_19941012_20200912_02_T1,LT05_L1TP_013030_19941028_20200913_02_T1,LT05_L1TP_013030_19941113_20200913_02_T1,LT05_L1TP_013030_19941129_20200912_02_T1,LT05_L1TP_013030_19950508_20200912_02_T1,LT05_L1TP_013030_19950727_20200912_02_T1,LT05_L1TP_013030_19950828_20200912_02_T1,LT05_L1TP_013030_19950929_20200912_02_T1,LT05_L1TP_013030_19951116_20200912_02_T1,LT05_L1TP_013030_19960526_20200911_02_T1,LT05_L1TP_013030_19960611_20200911_02_T1,LT05_L1TP_013030_19960814_20200911_02_T1,LT05_L1TP_013030_19960830_20200911_02_T1,LT05_L1TP_013030_19960915_20200911_02_T1,LT05_L1TP_013030_19961001_20200911_02_T1,LT05_L1TP_013030_19961017_20200911_02_T1,LT05_L1TP_013030_19970614_20200910_02_T1,LT05_L1TP_013030_19970630_20200910_02_T1,LT05_L1TP_013030_19971105_20200909_02_T1,LT05_L1TP_013030_19980516_20200909_02_T1,LT05_L1TP_013030_19980703_20200908_02_T1,LT05_L1TP_013030_19980820_20200908_02_T1,LT05_L1TP_013030_19981108_20200908_02_T1,LT05_L1TP_013030_19990604_20200908_02_T1,LT05_L1TP_013030_19990620_20200907_02_T1,LT05_L1TP_013030_19990722_20200907_02_T1,LE07_L1TP_013030_19990730_20200918_02_T1,LT05_L1TP_013030_19990807_20200907_02_T1,LT05_L1TP_013030_19990823_20200907_02_T1,LE07_L1TP_013030_19990831_20200918_02_T1,LT05_L1TP_013030_19990924_20200907_02_T1,LE07_L1TP_013030_19991002_20200918_02_T1,LT05_L1TP_013030_19991026_20200907_02_T1,LT05_L1TP_013030_19991111_20200907_02_T1,LT05_L1TP_013030_20000622_20200907_02_T1,LE07_L1TP_013030_20000630_20200918_02_T1,LT05_L1TP_013030_20000708_20200906_02_T1,LT05_L1TP_013030_20000825_20200906_02_T1,LT05_L1TP_013030_20000910_20200907_02_T1,LE07_L1TP_013030_20000918_20200918_02_T1,LT05_L1TP_013030_20001012_20200906_02_T1,LE07_L1TP_013030_20001020_20200917_02_T1,LT05_L1TP_013030_20001028_20200906_02_T1,LT05_L1TP_013030_20001129_20200906_02_T1,LT05_L1TP_013030_20010508_20200906_02_T1,LE07_L1TP_013030_20010601_20200917_02_T1,LT05_L1TP_013030_20010609_20200906_02_T1,LT05_L1TP_013030_20010625_20200906_02_T1,LT05_L1TP_013030_20010727_20200905_02_T1,LT05_L1TP_013030_20010828_20200905_02_T1,LE07_L1TP_013030_20010905_20200917_02_T1,LT05_L1TP_013030_20010913_20200906_02_T1,LT05_L1TP_013030_20010929_20200906_02_T1,LE07_L1TP_013030_20011108_20200917_02_T1,LT05_L1TP_013030_20011116_20200905_02_T1,LT05_L1TP_013030_20020511_20200905_02_T1,LE07_L1TP_013030_20020604_20200917_02_T1,LE07_L1TP_013030_20020620_20200916_02_T1,LE07_L1TP_013030_20020706_20200916_02_T1,LT05_L1TP_013030_20020714_20200905_02_T1,LE07_L1TP_013030_20020722_20200916_02_T1,LE07_L1TP_013030_20020908_20200916_02_T1,LE07_L1TP_013030_20020924_20200916_02_T1,LT05_L1TP_013030_20021018_20200905_02_T1,LT05_L1TP_013030_20021103_20200905_02_T1,LT05_L1TP_013030_20030615_20200904_02_T1,LT05_L1TP_013030_20030701_20200904_02_T1,LT05_L1TP_013030_20030717_20200904_02_T1,LE07_L1TP_013030_20030725_20200916_02_T1,LT05_L1TP_013030_20030818_20200904_02_T1,LE07_L1TP_013030_20030826_20200915_02_T1,LE07_L1TP_013030_20031013_20200916_02_T1,LT05_L1TP_013030_20031021_20200904_02_T1,LE07_L1TP_013030_20031114_20200915_02_T1,LT05_L1TP_013030_20031122_20200904_02_T1,LT05_L1TP_013030_20040703_20200903_02_T1,LE07_L1TP_013030_20040711_20200915_02_T1,LT05_L1TP_013030_20041007_20200903_02_T1,LT05_L1TP_013030_20041108_20200903_02_T1,LT05_L1TP_013030_20050503_20200902_02_T1,LE07_L1TP_013030_20050511_20200914_02_T1,LT05_L1TP_013030_20050519_20200902_02_T1,LT05_L1TP_013030_20050604_20200902_02_T1,LT05_L1TP_013030_20050620_20200902_02_T1,LE07_L1TP_013030_20050714_20200914_02_T1,LE07_L1TP_013030_20050730_20200914_02_T1,LT05_L1TP_013030_20050807_20200902_02_T1,LT05_L1TP_013030_20050823_20200902_02_T1,LT05_L1TP_013030_20050908_20200901_02_T1,LT05_L1TP_013030_20050924_20200901_02_T1,LE07_L1TP_013030_20051002_20200914_02_T1,LE07_L1TP_013030_20051103_20200914_02_T1,LT05_L1TP_013030_20051111_20200901_02_T1,LE07_L1TP_013030_20051119_20200914_02_T1,LE07_L1TP_013030_20060530_20200914_02_T1,LE07_L1TP_013030_20060701_20200914_02_T1,LE07_L1TP_013030_20060717_20200914_02_T1,LT05_L1TP_013030_20060725_20200831_02_T1,LE07_L1TP_013030_20060802_20200914_02_T1,LT05_L1TP_013030_20060911_20200831_02_T1,LE07_L1TP_013030_20060919_20200914_02_T1,LT05_L1TP_013030_20060927_20200831_02_T1,LE07_L1TP_013030_20061005_20200913_02_T1,LT05_L1TP_013030_20061013_20200831_02_T1,LE07_L1TP_013030_20061021_20200913_02_T1,LE07_L1TP_013030_20070501_20200913_02_T1,LT05_L1TP_013030_20070509_20200830_02_T1,LT05_L1TP_013030_20070525_20200830_02_T1,LE07_L1TP_013030_20070602_20200913_02_T1,LT05_L1TP_013030_20070610_20200830_02_T1,LE07_L1TP_013030_20070618_20200913_02_T1,LT05_L1TP_013030_20070626_20200830_02_T1,LT05_L1TP_013030_20070712_20200830_02_T1,LE07_L1TP_013030_20070805_20200913_02_T1,LT05_L1TP_013030_20070813_20200830_02_T1,LT05_L1TP_013030_20070829_20200829_02_T1,LE07_L1TP_013030_20070906_20200913_02_T1,LT05_L1TP_013030_20070914_20200829_02_T1,LE07_L1TP_013030_20070922_20200913_02_T1,LE07_L1TP_013030_20071125_20200913_02_T1,LT05_L1TP_013030_20080511_20200829_02_T1,LT05_L1TP_013030_20080612_20200829_02_T1,LE07_L1TP_013030_20080706_20200912_02_T1,LE07_L1TP_013030_20080807_20200912_02_T1,LT05_L1TP_013030_20080815_20200829_02_T1,LE07_L1TP_013030_20080823_20200913_02_T1,LT05_L1TP_013030_20080831_20200829_02_T1,LE07_L1TP_013030_20080908_20200912_02_T1,LE07_L1TP_013030_20080924_20200913_02_T1,LE07_L1TP_013030_20081010_20200913_02_T1,LT05_L1TP_013030_20081018_20200828_02_T1,LE07_L1TP_013030_20081026_20200912_02_T1,LE07_L1TP_013030_20081127_20200912_02_T1,LE07_L1TP_013030_20090522_20200912_02_T1,LT05_L1TP_013030_20090530_20200827_02_T1,LT05_L1TP_013030_20090818_20200827_02_T1,LT05_L1TP_013030_20090903_20200825_02_T1,LT05_L1TP_013030_20090919_20200825_02_T1,LT05_L1TP_013030_20091005_20200825_02_T1,LT05_L1TP_013030_20091021_20200825_02_T1,LT05_L1TP_013030_20091122_20200825_02_T1,LT05_L1TP_013030_20100501_20200824_02_T1,LT05_L1TP_013030_20100517_20200824_02_T1,LE07_L1TP_013030_20100525_20200911_02_T1,LT05_L1TP_013030_20100602_20200823_02_T1,LT05_L1TP_013030_20100618_20200823_02_T1,LT05_L1TP_013030_20100704_20200824_02_T1,LE07_L1TP_013030_20100712_20200911_02_T1,LE07_L1TP_013030_20100728_20200911_02_T1,LE07_L1TP_013030_20100829_20200910_02_T1,LT05_L1TP_013030_20100906_20200823_02_T1,LE07_L1TP_013030_20100914_20200910_02_T1,LT05_L1TP_013030_20100922_20200823_02_T1,LT05_L1TP_013030_20101008_20200823_02_T1,LE07_L1TP_013030_20101117_20200910_02_T1,LE07_L1TP_013030_20110512_20200910_02_T1,LT05_L1TP_013030_20110621_20200822_02_T1,LE07_L1TP_013030_20110629_20200910_02_T1,LT05_L1TP_013030_20110707_20200822_02_T1,LE07_L1TP_013030_20110715_20200909_02_T1,LE07_L1TP_013030_20110731_20200909_02_T1,LT05_L1TP_013030_20110824_20200820_02_T1,LE07_L1TP_013030_20110901_20200910_02_T1,LT05_L1TP_013030_20111011_20200820_02_T1,LE07_L1TP_013030_20111104_20200909_02_T1,LT05_L1TP_013030_20111112_20200820_02_T1,LE07_L1TP_013030_20120615_20200908_02_T1,LE07_L1TP_013030_20120802_20200908_02_T1,LE07_L1TP_013030_20120818_20200908_02_T1,LE07_L1TP_013030_20120903_20200908_02_T1,LE07_L1TP_013030_20120919_20200908_02_T1,LE07_L1TP_013030_20121005_20200908_02_T1,LE07_L1TP_013030_20121021_20200908_02_T1,LE07_L1TP_013030_20121106_20200908_02_T1,LE07_L1TP_013030_20121122_20200908_02_T1,LE07_L1TP_013030_20130501_20200907_02_T1,LE07_L1TP_013030_20130517_20200907_02_T1,LE07_L1TP_013030_20130602_20200907_02_T1,LE07_L1TP_013030_20130720_20200907_02_T1,LE07_L1TP_013030_20130805_20200907_02_T1,LE07_L1TP_013030_20130821_20200907_02_T1,LE07_L1TP_013030_20130906_20200907_02_T1,LC08_L1TP_013030_20130930_20200912_02_T1,LE07_L1TP_013030_20131008_20200907_02_T1,LE07_L1TP_013030_20131109_20200907_02_T1,LE07_L1TP_013030_20131125_20200907_02_T1,LC08_L1TP_013030_20140512_20200911_02_T1,LE07_L1TP_013030_20140520_20200906_02_T1,LC08_L1TP_013030_20140629_20200911_02_T1,LE07_L1TP_013030_20140707_20200906_02_T1,LE07_L1TP_013030_20140723_20200906_02_T1,LE07_L1TP_013030_20140808_20200905_02_T1,LE07_L1TP_013030_20140824_20200905_02_T1,LC08_L1TP_013030_20140901_20200911_02_T1,LC08_L1TP_013030_20140917_20200910_02_T1,LC08_L1TP_013030_20141003_20200910_02_T1,LE07_L1TP_013030_20141027_20200905_02_T1,LC08_L1TP_013030_20141120_20200910_02_T1,LE07_L1TP_013030_20141128_20200905_02_T1,LE07_L1TP_013030_20150507_20200904_02_T1,LE07_L1TP_013030_20150523_20200904_02_T1,LE07_L1TP_013030_20150624_20200904_02_T1,LC08_L1TP_013030_20150702_20200909_02_T1,LE07_L1TP_013030_20150710_20200904_02_T1,LC08_L1TP_013030_20150803_20200908_02_T1,LC08_L1TP_013030_20150819_20200908_02_T1,LE07_L1TP_013030_20150912_20200903_02_T1,LE07_L1TP_013030_20150928_20200903_02_T1,LC08_L1TP_013030_20151022_20200908_02_T1,LE07_L1TP_013030_20151030_20200903_02_T1,LC08_L1TP_013030_20151123_20200908_02_T1,LE07_L1TP_013030_20160525_20200902_02_T1,LC08_L1TP_013030_20160618_20200906_02_T1,LE07_L1TP_013030_20160626_20200902_02_T1,LC08_L1TP_013030_20160704_20200906_02_T1,LE07_L1TP_013030_20160712_20200902_02_T1,LC08_L1TP_013030_20160720_20200906_02_T1,LC08_L1TP_013030_20160805_20200906_02_T1,LE07_L1TP_013030_20160829_20200902_02_T1,LE07_L1TP_013030_20160914_20200902_02_T1,LC08_L1TP_013030_20160922_20200906_02_T1,LC08_L1TP_013030_20161024_20200905_02_T1,LC08_L1TP_013030_20170504_20200904_02_T1,LC08_L1TP_013030_20170520_20201015_02_T1,LC08_L1TP_013030_20170621_20200903_02_T1,LE07_L1TP_013030_20170715_20200831_02_T1,LC08_L1TP_013030_20170723_20200903_02_T1,LE07_L1TP_013030_20170731_20200831_02_T1,LC08_L1TP_013030_20170824_20200903_02_T1,LE07_L1TP_013030_20170901_20200830_02_T1,LC08_L1TP_013030_20170909_20200903_02_T1,LE07_L1TP_013030_20170917_20200830_02_T1,LC08_L1TP_013030_20170925_20200903_02_T1,LE07_L1TP_013030_20171003_20200830_02_T1,LC08_L1TP_013030_20171011_20200903_02_T1,LE07_L1TP_013030_20171019_20200830_02_T1,LC08_L1TP_013030_20171027_20200902_02_T1,LE07_L1TP_013030_20171104_20200830_02_T1,LC08_L1TP_013030_20171112_20200902_02_T1,LC08_L1TP_013030_20171128_20200902_02_T1,LC08_L1TP_013030_20180523_20200901_02_T1,LE07_L1TP_013030_20180531_20200829_02_T1,LE07_L1TP_013030_20180702_20200829_02_T1,LC08_L1TP_013030_20180710_20200831_02_T1,LE07_L1TP_013030_20180718_20200829_02_T1,LE07_L1TP_013030_20180819_20200829_02_T1,LC08_L1TP_013030_20180827_20200831_02_T1,LE07_L1TP_013030_20180904_20200828_02_T1,LC08_L1TP_013030_20181014_20200830_02_T1,LE07_L1TP_013030_20181022_20200827_02_T1,LE07_L1TP_013030_20181107_20200827_02_T1,LE07_L1TP_013030_20190518_20200825_02_T1,LC08_L1TP_013030_20190526_20200828_02_T1,LE07_L1TP_013030_20190603_20200825_02_T1,LC08_L1TP_013030_20190627_20200827_02_T1,LE07_L1TP_013030_20190705_20200825_02_T1,LC08_L1TP_013030_20190713_20200827_02_T1,LC08_L1TP_013030_20190729_20200827_02_T1,LE07_L1TP_013030_20190806_20200824_02_T1,LC08_L1TP_013030_20190814_20200827_02_T1,LE07_L1TP_013030_20190822_20200824_02_T1,LC08_L1TP_013030_20190830_20200826_02_T1,LE07_L1TP_013030_20190907_20200824_02_T1,LC08_L1TP_013030_20190915_20200826_02_T1,LE07_L1TP_013030_20191009_20200823_02_T1,LC08_L1TP_013030_20191102_20200825_02_T1,LE07_L1TP_013030_20191126_20200823_02_T1,LE07_L1TP_013030_20200520_20200820_02_T1,LE07_L1TP_013030_20200621_20200822_02_T1,LC08_L1TP_013030_20200715_20200912_02_T1,LC08_L1TP_013030_20200731_20200908_02_T1,LE07_L1TP_013030_20200824_20200920_02_T1,LE07_L1TP_013030_20200909_20201005_02_T1,LC08_L1TP_013030_20200917_20201005_02_T1,LE07_L1TP_013030_20200925_20201021_02_T1,LC08_L1TP_013030_20201003_20201015_02_T1,LE07_L1TP_013030_20201011_20201107_02_T1
-5.0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.8,0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.7,0,0,0,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.6,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.5,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4.4,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
