,system:index,azimuth,cloud_cover,elev,esd,l_exceltime,landsat_time,pct_lake,pixel_count,surface_temp_count,surface_temp_kurtosis,surface_temp_max,surface_temp_mean,surface_temp_median,surface_temp_min,surface_temp_p25,surface_temp_p75,surface_temp_skew,surface_temp_stdDev,sza,.geo,landsat_time_utc,scene,is_temp_avg,is_temp_stdev,is_depth_avg,is_depth_stdev,is_temp_med,insitu_count,HerrickCoveSouth_median,HerrickCoveSouth_mean,HerrickCoveSouth_std,HerrickCoveSouth_count,Newbury_median,Newbury_mean,Newbury_std,Newbury_count,NorthSunapeeHarbor_median,NorthSunapeeHarbor_mean,NorthSunapeeHarbor_std,NorthSunapeeHarbor_count,SouthOfTheFells_median,SouthOfTheFells_mean,SouthOfTheFells_std,SouthOfTheFells_count,loon_median,loon_mean,loon_std,loon_count,harbor_median,harbor_mean,harbor_std,harbor_count,GeorgesMills_median,GeorgesMills_mean,GeorgesMills_std,GeorgesMills_count,HerrickCove_median,HerrickCove_mean,HerrickCove_std,HerrickCove_count,StateBeach_median,StateBeach_mean,StateBeach_std,StateBeach_count
0,1_2_1_LE07_013030_20060717,131.03422466,8.0,60.56458205,1.0163383,38915.640739375,1153149759882.0,0.8723565394698515,14974,15873,9.923402129625169,35.47153400000003,26.482320263488468,26.193674671204942,24.674008820000036,26.193674671204942,26.691406195010146,2.632414667927684,0.9958482717752704,29.43541795,"{""type"":""MultiPoint"",""coordinates"":[]}",2006-07-17 15:22:39.882000+00:00,LE07_013030_20060717,24.41,,1.5,,24.41,1.0,24.41,24.41,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1_1_2_1_LT05_013030_20060725,134.22257343,15.0,59.77714192,1.0157178,38923.64310987268,1153841164693.0,1.0,17165,18205,7.210608346135786,33.926588960000004,24.010419107915748,24.09592731123116,22.56850850000001,23.2900449556952,24.134849462276808,2.1219096324384648,0.9829561571090786,30.22285808,"{""type"":""MultiPoint"",""coordinates"":[]}",2006-07-25 15:26:04.693000+00:00,LT05_013030_20060725,23.89,,1.5,,23.89,1.0,23.89,23.89,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1_2_1_LE07_013030_20060802,134.79728016,22.0,57.68323206,1.0148085999999998,38931.640683344915,1154532155041.0,0.8519079522283717,14623,15463,6.085830281261903,36.14146592000003,25.54763164721142,25.306547176484266,22.674467120000035,24.660792694598776,25.951931430091093,1.9139329400637688,1.2872102683800517,32.31676794,"{""type"":""MultiPoint"",""coordinates"":[]}",2006-08-02 15:22:35.041000+00:00,LE07_013030_20060802,26.49,,1.5,,26.49,1.0,26.49,26.49,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1_1_2_1_LT05_013030_20060911,149.88598224,3.0,47.44752268,1.0066447,38971.64349789352,1157988398218.0,0.9793183804252841,16810,17780,0.3909164851397367,21.778945880000038,15.712376627662596,15.839453917469342,11.924794220000026,15.15447662147018,16.36728074906245,-0.11990722854838218,0.8846413656014952,42.55247732,"{""type"":""MultiPoint"",""coordinates"":[]}",2006-09-11 15:26:38.218000+00:00,LT05_013030_20060911,18.77,,1.5,,18.77,1.0,18.77,18.77,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1_1_2_1_LT05_013030_20070712,131.99929322,15.0,61.91173813,1.0165832000000001,39275.643468784714,1184253995703.0,0.5701718613457617,9787,10386,5.400792730374416,31.855268840000008,21.365699628858508,21.33654740812504,19.00351364000005,20.766493676407407,21.94159282472047,1.503473416733021,1.055723508354602,28.08826187,"{""type"":""MultiPoint"",""coordinates"":[]}",2007-07-12 15:26:35.703000+00:00,LT05_013030_20070712,21.11,0.50616202939375,1.5,0.0,20.965,4.0,21.84,21.84,,1.0,20.67,20.67,,1.0,20.97,20.97,,1.0,20.96,20.96,,1.0,,,,,,,,,,,,,,,,,,,,
17,1_2_1_LE07_013030_20070805,135.72512738,0.0,57.13146774,1.0144331,39299.640967314815,1186327379576.0,0.8543547917273522,14665,15571,16.936674853316646,30.177021019999987,24.60912596099383,24.654618169877505,21.919084699999985,24.311157130387482,24.654618169877505,2.784548364635578,0.4994098135800802,32.86853226,"{""type"":""MultiPoint"",""coordinates"":[]}",2007-08-05 15:22:59.576000+00:00,LE07_013030_20070805,24.880000000000003,0.5266877632905476,1.5,0.0,24.965,4.0,25.07,25.07,,1.0,25.42,25.42,,1.0,24.17,24.17,,1.0,24.86,24.86,,1.0,,,,,,,,,,,,,,,,,,,,
18,1_1_2_1_LT05_013030_20070813,139.75161244,49.0,55.7917812,1.0131619,39307.64324513889,1187018776380.0,0.7962714826682202,13668,14477,8.014292090221879,32.121874400000024,24.00679726320321,24.017133367038483,21.720839540000046,23.394682780073534,24.156288796856717,2.079626801441831,0.8606521005750745,34.2082188,"{""type"":""MultiPoint"",""coordinates"":[]}",2007-08-13 15:26:16.380000+00:00,LT05_013030_20070813,23.752500000000005,0.37739236876227467,1.5,0.0,23.745,4.0,24.21,24.21,,1.0,23.85,23.85,,1.0,23.31,23.31,,1.0,23.64,23.64,,1.0,,,,,,,,,,,,,,,,,,,,
19,1_1_2_1_LT05_013030_20070829,145.20798098,1.0,51.47234426,1.0099129999999998,39323.64311425926,1188401165072.0,1.0,17165,18205,8.815487156445428,32.070604100000025,23.537177505857603,23.21866649182849,22.36342730000001,23.098962963292408,23.803993425628477,2.3876195467781782,0.8838535681219046,38.52765574,"{""type"":""MultiPoint"",""coordinates"":[]}",2007-08-29 15:26:05.072000+00:00,LT05_013030_20070829,22.825000000000003,0.5456545508734346,0.9,0.5163977794943222,23.080000000000005,10.0,22.34,22.34,,1.0,21.83,21.83,,1.0,22.3,22.3,,1.0,22.46,22.46,,1.0,23.21,23.220000000000002,0.14791889669680214,6.0,,,,,,,,,,,,,,,,
20,1_2_1_LE07_013030_20070906,146.59894761,39.0,48.63549834,1.0079926,39331.64080681713,1189092165709.0,0.8115933585785028,13931,14712,4.811851486688785,23.563152320000032,18.85209894031412,18.65493339435401,16.361384180000016,18.65493339435401,19.17793464916068,0.89864309934002,0.5509341348858684,41.36450166,"{""type"":""MultiPoint"",""coordinates"":[]}",2007-09-06 15:22:45.709000+00:00,LE07_013030_20070906,20.607,0.17068814968955695,0.9,0.5163977794943222,20.675,10.0,20.68,20.68,,1.0,20.67,20.67,,1.0,20.16,20.16,,1.0,20.47,20.47,,1.0,20.69,20.68166666666667,0.013291601358250929,6.0,,,,,,,,,,,,,,,,
21,1_1_2_1_LT05_013030_20070914,150.54677068,30.0,46.49819316,1.0059195,39339.64304741898,1189783559297.0,0.999883483833382,17163,18203,11.918920225578265,25.49433362000002,19.333918471645845,19.132593411385084,18.38485202000004,18.989581241467608,19.734869191876804,2.5385681142376955,0.5362255611617656,43.50180684,"{""type"":""MultiPoint"",""coordinates"":[]}",2007-09-14 15:25:59.297000+00:00,LT05_013030_20070914,19.508000000000003,0.19469634476966116,0.9,0.5163977794943222,19.59,10.0,19.71,19.71,,1.0,19.37,19.37,,1.0,19.18,19.18,,1.0,19.18,19.18,,1.0,19.62,19.606666666666666,0.03932768321000832,6.0,,,,,,,,,,,,,,,,
22,1_2_1_LE07_013030_20070922,151.75149340000002,59.0,43.46302614,1.0037313,39347.640747858786,1190474560615.0,0.3864258665889892,6633,6846,-0.3417723238961177,17.742264260000013,8.716658285780486,8.570494938528324,3.5711533400000235,7.1824708314456105,10.061548247771718,0.4507272065321537,2.260495850403452,46.53697386,"{""type"":""MultiPoint"",""coordinates"":[]}",2007-09-22 15:22:40.615000+00:00,LE07_013030_20070922,19.56666666666667,0.08477420991473061,0.5,0.0,19.585,6.0,,,,,,,,,,,,,,,,,19.585,19.56666666666667,0.08477420991472961,6.0,,,,,,,,,,,,,,,,
23,1_2_1_LE07_013030_20071125,161.08497004,37.0,23.81064777,0.9871101000000001,39411.64103902778,1196004185772.0,0.8711913778036703,14954,15836,7.492208362479878,6.223536860000024,4.184112855871545,4.450320001877472,-1.1867304999999533,4.083082819570824,4.450320001877472,-1.9261730628804816,0.6079020327070065,66.18935223,"{""type"":""MultiPoint"",""coordinates"":[]}",2007-11-25 15:23:05.772000+00:00,LE07_013030_20071125,5.8,0.024494897427831626,0.5,0.0,5.81,6.0,,,,,,,,,,,,,,,,,5.81,5.8,0.02449489742783205,6.0,,,,,,,,,,,,,,,,
24,1_1_2_1_LT05_013030_20080511,137.91458057,0.0,59.17399627,1.0101572,39579.639940277775,1210519290840.0,1.0,17165,18205,5.45012782662174,23.631512720000053,11.290967234059956,10.80346661140701,9.005805140000009,10.253542754645345,11.738954842685555,2.1282378449088517,1.7436398685760497,30.82600373,"{""type"":""MultiPoint"",""coordinates"":[]}",2008-05-11 15:21:30.840000+00:00,LT05_013030_20080511,10.456666666666667,0.3565202191554734,0.5,0.0,10.475,6.0,,,,,,,,,,,,,,,,,10.475,10.456666666666667,0.3565202191554736,6.0,,,,,,,,,,,,,,,,
25,1_1_2_1_LT05_013030_20080612,130.20899042,1.0,62.82824199,1.015551,39611.6393478125,1213284039651.0,1.0,17165,18205,0.6884962938357262,28.515863299999975,20.526426290993246,20.321200374229964,16.757874500000018,19.799751051935274,21.44725080833195,0.04202385218383412,1.3117107142891873,27.17175801,"{""type"":""MultiPoint"",""coordinates"":[]}",2008-06-12 15:20:39.651000+00:00,LT05_013030_20080612,20.23,0.03847076812334242,0.5,0.0,20.225,6.0,,,,,,,,,,,,,,,,,20.225,20.23,0.038470768123341714,6.0,,,,,,,,,,,,,,,,
26,1_2_1_LE07_013030_20080706,129.5362263,27.0,61.85412354,1.0166966999999998,39635.640555590275,1215357744003.0,0.8210894261578794,14094,14919,8.507733366564361,33.22247684000001,25.103243213239764,25.172706279224997,21.888322520000035,24.737248186326948,25.58391056315528,2.064790388616589,1.0283249925919018,28.14587646,"{""type"":""MultiPoint"",""coordinates"":[]}",2008-07-06 15:22:24.003000+00:00,LE07_013030_20080706,22.767000000000003,0.573605555528652,0.9,0.5163977794943222,22.89,10.0,22.84,22.84,,1.0,21.66,21.66,,1.0,22.47,22.47,,1.0,21.96,21.96,,1.0,23.165,23.123333333333335,0.21407163909931365,6.0,,,,,,,,,,,,,,,,
27,1_2_1_LE07_013030_20080807,136.24668969,64.0,56.40158459,1.0140263,39667.640350092595,1218122526248.0,0.5226332653655694,8971,9372,6.1782595439757415,29.86939921999999,22.10669773728169,22.362687102373442,18.107992400000054,21.931178445607976,22.403921297450232,0.6751079959040113,0.8174030211863469,33.59841541,"{""type"":""MultiPoint"",""coordinates"":[]}",2008-08-07 15:22:06.248000+00:00,LE07_013030_20080807,22.124000000000002,0.682710285064854,0.9,0.5163977794943222,22.33,10.0,22.17,22.17,,1.0,20.5,20.5,,1.0,21.97,21.97,,1.0,21.46,21.46,,1.0,22.58,22.523333333333337,0.16366632722300156,6.0,,,,,,,,,,,,,,,,
28,1_1_2_1_LT05_013030_20080815,137.85106299,70.0,54.17313488,1.0126687,39675.63805591435,1218813528031.0,0.27334692688610546,4692,5002,0.19816874441485988,24.253592360000034,18.393919333683808,18.365213590189388,14.936069840000016,17.692877674372614,19.01703471746494,0.03765191947965466,1.2053287135988406,35.82686512,"{""type"":""MultiPoint"",""coordinates"":[]}",2008-08-15 15:18:48.031000+00:00,LT05_013030_20080815,21.787000000000003,0.28806056461946966,0.9,0.5163977794943222,21.835,10.0,21.84,21.84,,1.0,21.83,21.83,,1.0,21.130000000000006,21.130000000000006,,1.0,21.46,21.46,,1.0,21.924999999999997,21.935000000000002,0.12012493496356166,6.0,,,,,,,,,,,,,,,,
29,1_2_1_LE07_013030_20080823,141.63443424,6.0,52.39040003,1.0110754000000002,39683.6402728125,1219504919571.0,0.8667055053888727,14877,15742,11.757669498220125,32.53887284000001,22.85433687283314,22.685748262086488,21.44397992000006,22.27553205483015,23.095446103948838,2.8071616150464043,0.8590580884989828,37.60959997,"{""type"":""MultiPoint"",""coordinates"":[]}",2008-08-23 15:21:59.571000+00:00,LE07_013030_20080823,21.951000000000004,0.39198781160189783,0.9,0.5163977794943222,22.120000000000005,10.0,22.17,22.17,,1.0,20.99,20.99,,1.0,21.630000000000006,21.630000000000006,,1.0,21.79,21.79,,1.0,22.160000000000004,22.155000000000005,0.08093207028119159,6.0,,,,,,,,,,,,,,,,
30,1_1_2_1_LT05_013030_20080831,143.34253844,6.0,49.79288004,1.0092744,39691.637762407416,1220195902672.0,0.7431401106903582,12756,13492,14.536175254388029,29.756604560000035,21.493456848640808,21.434770657907656,18.873628880000005,21.295748439002224,21.89371774612369,2.4060309738640075,0.7120615843719235,40.20711996,"{""type"":""MultiPoint"",""coordinates"":[]}",2008-08-31 15:18:22.672000+00:00,LT05_013030_20080831,21.048000000000005,0.323412361476112,0.9,0.5163977794943222,20.955,10.0,21.84,21.84,,1.0,21.33,21.33,,1.0,20.64,20.64,,1.0,20.96,20.96,,1.0,20.945,20.951666666666668,0.030605010483034552,6.0,,,,,,,,,,,,,,,,
31,1_2_1_LE07_013030_20080908,147.18656929,12.0,47.67072441,1.0072976999999999,39699.640181944436,1220887311720.0,0.5528692106029711,9490,10099,10.97954552778745,26.362510700000033,20.604283076738614,20.706043631940133,17.619215540000027,20.325148103417522,20.706043631940133,1.4821980698843134,0.5375325420905186,42.32927559,"{""type"":""MultiPoint"",""coordinates"":[]}",2008-09-08 15:21:51.720000+00:00,LE07_013030_20080908,21.107000000000006,0.11662380164919704,0.9,0.5163977794943222,21.130000000000006,10.0,21.34,21.34,,1.0,20.99,20.99,,1.0,20.97,20.97,,1.0,20.96,20.96,,1.0,21.135000000000005,21.135,0.043243496620880194,6.0,,,,,,,,,,,,,,,,
32,1_2_1_LE07_013030_20080924,152.21640997,0.0,42.43980495,1.0029624,39715.6400765625,1222269702615.0,0.7698223128459074,13214,14001,16.813524526667358,24.879090020000035,18.53477511642665,18.529645041670424,16.43316260000006,18.12888427569536,18.529645041670424,2.7910281196396203,0.5227038121703527,47.56019505,"{""type"":""MultiPoint"",""coordinates"":[]}",2008-09-24 15:21:42.615000+00:00,LE07_013030_20080924,18.315,0.11726039399558627,0.5,0.0,18.31,6.0,,,,,,,,,,,,,,,,,18.31,18.315,0.11726039399558694,6.0,,,,,,,,,,,,,,,,
33,1_2_1_LE07_013030_20081010,156.32908491,0.0,36.99332606,0.9983859,39731.63992068287,1223652089147.0,0.8756189921351587,15030,15954,19.36139558413254,20.199820639999984,14.907248154524538,14.687735477232364,13.972188200000005,14.687735477232364,15.037030437518403,3.4606054003132414,0.4954111036225313,53.00667394,"{""type"":""MultiPoint"",""coordinates"":[]}",2008-10-10 15:21:29.147000+00:00,LE07_013030_20081010,14.556666666666665,0.02804757862395025,0.5,0.0,14.55,6.0,,,,,,,,,,,,,,,,,14.55,14.556666666666665,0.028047578623950045,6.0,,,,,,,,,,,,,,,,
34,1_1_2_1_LT05_013030_20081018,156.56749226,9.0,33.98145804,0.9961141,39739.63672819444,1224343013316.0,0.935100495193708,16051,16941,1.4917721101727386,15.253945700000033,11.356521098729539,11.842091811522026,4.4700926000000445,10.783934942644658,12.367595293114311,-1.3989994720764984,1.6199507984726398,56.01854196,"{""type"":""MultiPoint"",""coordinates"":[]}",2008-10-18 15:16:53.316000+00:00,LT05_013030_20081018,13.875,0.058566201857384974,0.5,0.0,13.879999999999999,6.0,,,,,,,,,,,,,,,,,13.879999999999999,13.875,0.058566201857384814,6.0,,,,,,,,,,,,,,,,
35,1_2_1_LE07_013030_20081026,159.20371333,3.0,31.67713164,0.9939111999999999,39747.64011207176,1225034505683.0,0.8683949898048354,14906,15787,20.4438256082947,16.81256282000004,11.951402124249332,11.906176365074485,10.461881660000016,11.906176365074485,11.906176365074485,3.4359284485564547,0.4429620291674045,58.32286836,"{""type"":""MultiPoint"",""coordinates"":[]}",2008-10-26 15:21:45.683000+00:00,LE07_013030_20081026,11.878333333333332,0.02483277404291918,0.5,0.0,11.88,6.0,,,,,,,,,,,,,,,,,11.88,11.878333333333332,0.024832774042919337,6.0,,,,,,,,,,,,,,,,
36,1_2_1_LE07_013030_20081127,160.83076556,60.0,23.21967927,0.9866176999999999,39779.64042063657,1227799332343.0,0.7930090300029129,13612,14387,5.1935738577850925,6.972083240000018,3.580661845486836,3.8206808602972457,-1.576384780000012,3.4475558784507436,3.8206808602972457,-1.5365330464997369,0.7013185482403311,66.78032073,"{""type"":""MultiPoint"",""coordinates"":[]}",2008-11-27 15:22:12.343000+00:00,LE07_013030_20081127,4.705,0.025884358211089774,0.5,0.0,4.7,6.0,,,,,,,,,,,,,,,,,4.7,4.705,0.025884358211089573,6.0,,,,,,,,,,,,,,,,
37,1_2_1_LE07_013030_20090522,135.96067735,7.0,61.41612282,1.0123974,39955.641206527784,1243005800244.0,0.8418875618992135,14451,15348,3.9747581994929577,26.57784595999999,13.22994925444149,12.921904207941491,8.664003139999977,12.189461770152512,13.762829577782831,1.6524630350659244,2.0523729929552763,28.58387718,"{""type"":""MultiPoint"",""coordinates"":[]}",2009-05-22 15:23:20.244000+00:00,LE07_013030_20090522,14.048749999999998,1.1640377693921395,1.5,0.0,14.094999999999999,8.0,15.54,15.54,0.0,2.0,14.11,14.11,0.0,2.0,12.465,12.465,0.10606601717798111,2.0,14.08,14.08,0.0,2.0,,,,,,,,,,,,,,,,,,,,
38,1_1_2_1_LT05_013030_20090530,133.12551622,50.0,62.15374484,1.0137994000000001,39963.63953357639,1243696855701.0,0.5652781823478008,9703,10302,5.074692715793653,26.77267310000002,16.16633069718435,15.945877861919096,14.63528408000002,15.295149867049892,16.59172318213078,2.092737164515853,1.4930867395223204,27.84625516,"{""type"":""MultiPoint"",""coordinates"":[]}",2009-05-30 15:20:55.701000+00:00,LT05_013030_20090530,13.62125,0.8413329135535891,1.5,0.0,13.8,8.0,14.28,14.28,0.0,2.0,12.485,12.485,0.33234018715767843,2.0,14.4,14.4,0.0,2.0,13.32,13.32,0.0,2.0,,,,,,,,,,,,,,,,,,,,
39,1_1_2_1_LT05_013030_20090818,140.14211902,0.0,53.92915572,1.0121479,40043.64045777779,1250608935552.0,1.0,17165,18205,8.26429712988198,36.514030100000014,25.68310248856796,25.20197216123325,24.335624840000037,25.075271056024636,25.92166024413447,2.4780139136804045,1.0881088893386364,36.07084428,"{""type"":""MultiPoint"",""coordinates"":[]}",2009-08-18 15:22:15.552000+00:00,LT05_013030_20090818,25.10571428571429,0.35197714711030886,1.2857142857142858,0.2567762955065478,25.24,14.0,25.24,25.24,0.0,2.0,25.24,25.24,0.0,2.0,24.34,24.34,0.0,2.0,24.945,24.945,0.12020815280171429,2.0,25.31,25.325,0.04722287581246964,6.0,,,,,,,,,,,,,,,,
40,1_1_2_1_LT05_013030_20090903,145.83840504,53.0,49.46065009,1.0086150999999999,40059.640626388886,1251991350120.0,0.3612583745994757,6201,6335,-0.450771571312075,23.74430738000001,12.513632032868022,12.081384524719144,7.1429842400000325,10.692646015898694,14.270611907008181,0.4855427638008786,2.4570790733425887,40.53934991,"{""type"":""MultiPoint"",""coordinates"":[]}",2009-09-03 15:22:30.120000+00:00,LT05_013030_20090903,20.95785714285714,0.30153909228460607,1.2857142857142858,0.2567762955065478,21.005000000000003,14.0,21.255000000000003,21.255000000000003,0.12020815280171303,2.0,21.244999999999997,21.244999999999997,0.12020815280171303,2.0,20.4,20.4,0.11313708498984897,2.0,20.79,20.79,0.0,2.0,21.005000000000003,21.005000000000003,0.14611639196202347,6.0,,,,,,,,,,,,,,,,
41,1_1_2_1_LT05_013030_20090919,151.19207559,14.0,44.38442029,1.0044302,40075.64077412037,1253373762884.0,0.575356830760268,9876,10421,2.2169504564574907,18.931735220000007,16.273203932477966,16.696164610773945,11.364238940000007,15.797825434930425,16.838836933547732,-1.4426430558880248,0.9693361145526912,45.61557971,"{""type"":""MultiPoint"",""coordinates"":[]}",2009-09-19 15:22:42.884000+00:00,LT05_013030_20090919,17.824285714285715,0.06072818199083624,1.2857142857142858,0.2567762955065478,17.830000000000005,14.0,17.85,17.85,0.11313708498984897,2.0,17.75,17.75,0.0,2.0,17.89,17.89,0.0,2.0,17.799999999999997,17.799999999999997,0.11313708498984897,2.0,17.830000000000005,17.826666666666668,0.0051639777949452105,6.0,,,,,,,,,,,,,,,,
42,1_1_2_1_LT05_013030_20091005,155.65796847,66.0,38.96546805,0.9998961,40091.64090368056,1254756174078.0,0.2744538304689776,4711,5166,2.009489975358681,18.463466480000022,14.315860470624493,14.428227810939553,10.605438499999991,13.824109905791314,15.029744272570175,-0.22032134783473492,0.8471370972771419,51.03453195,"{""type"":""MultiPoint"",""coordinates"":[]}",2009-10-05 15:22:54.078000+00:00,LT05_013030_20091005,15.210000000000003,1.9459014222361975e-15,1.0,0.0,15.21,6.0,,,,,,,,,,,,,,,,,15.21,15.210000000000003,0.0,6.0,,,,,,,,,,,,,,,,
43,1_1_2_1_LT05_013030_20091021,158.89959364,36.0,33.53601388,0.9953496,40107.641013263885,1256138583546.0,0.7321875910282551,12568,13412,6.862915412958768,16.751038460000018,10.983133105619562,10.854353663636902,9.552688340000033,10.727706217648947,11.491620271140173,2.091899931297723,0.8274179425852362,56.46398612,"{""type"":""MultiPoint"",""coordinates"":[]}",2009-10-21 15:23:03.546000+00:00,LT05_013030_20091021,11.04,0.030983866769659592,1.0,0.0,11.02,6.0,,,,,,,,,,,,,,,,,11.02,11.04,0.030983866769659568,6.0,,,,,,,,,,,,,,,,
44,1_1_2_1_LT05_013030_20091122,161.29596051,27.0,24.42046622,0.9875894000000001,40139.641176620375,1258903397660.0,0.9999417419166908,17164,18203,8.70199167954713,11.138649620000024,7.539101692688264,7.717211579628307,6.1791026000000215,7.303632095479924,7.860712825598055,1.890894460825829,0.4360398245050281,65.57953377999999,"{""type"":""MultiPoint"",""coordinates"":[]}",2009-11-22 15:23:17.660000+00:00,LT05_013030_20091122,8.083333333333332,0.03669695718539419,1.0,0.0,8.09,6.0,,,,,,,,,,,,,,,,,8.09,8.083333333333332,0.03669695718539381,6.0,,,,,,,,,,,,,,,,
47,1_2_1_LE07_013030_20100525,136.0581855,9.0,62.05745666,1.0129046,40323.642369918976,1274801100761.0,0.6983979027090009,11988,12811,3.867331941700188,28.727780540000023,18.16623129793551,17.92984744261395,14.037130580000053,17.467074796885708,18.84393347719854,1.4946610744098916,1.7700313244887742,27.94254334,"{""type"":""MultiPoint"",""coordinates"":[]}",2010-05-25 15:25:00.761000+00:00,LE07_013030_20100525,19.861666666666665,0.11940128419186512,1.0,0.0,19.86,6.0,,,,,,,,,,,,,,,,,19.86,19.861666666666665,0.11940128419186458,6.0,,,,,,,,,,,,,,,,
48,1_1_2_1_LT05_013030_20100602,133.53642009,4.0,62.74109899,1.0142216,40331.64138135417,1275492215349.0,0.9031750655403438,15503,16418,5.1587149268936265,32.38506194000001,21.72837575610961,21.665984124197323,19.12656235999998,21.005691849345737,22.46003306570575,1.703945413928598,1.3018718729435168,27.25890101,"{""type"":""MultiPoint"",""coordinates"":[]}",2010-06-02 15:23:35.349000+00:00,LT05_013030_20100602,19.29,0.41432676315520084,1.2,0.25819888974716115,19.35,10.0,19.38,19.38,,1.0,20.02,20.02,,1.0,18.37,18.37,,1.0,19.5,19.5,,1.0,19.275,19.27166666666667,0.14932068398807188,6.0,,,,,,,,,,,,,,,,
49,1_1_2_1_LT05_013030_20100618,130.6832996,5.0,63.26365956,1.0160488,40347.64133243056,1276874611122.0,0.9868919312554616,16940,17939,1.1310742555013302,29.209721360000003,17.31350910061611,17.44432186264871,10.424283440000009,16.225676520736307,18.67387715447145,0.3492559105215299,2.4866576669000007,26.73634044,"{""type"":""MultiPoint"",""coordinates"":[]}",2010-06-18 15:23:31.122000+00:00,LT05_013030_20100618,17.794,0.3374479383714041,1.2,0.25819888974716115,17.834999999999997,10.0,17.77,17.77,,1.0,17.43,17.43,,1.0,17.24,17.24,,1.0,17.41,17.41,,1.0,18.019999999999996,18.014999999999997,0.16991174179555965,6.0,,,,,,,,,,,,,,,,
50,1_1_2_1_LT05_013030_20100704,130.07694463,40.0,62.35034344,1.0167037,40363.641277835646,1278257006405.0,0.36929799009612585,6339,6789,4.891545468618356,31.756146260000037,21.814199514777584,21.603161711913557,18.719817980000016,20.923614782951574,22.294885316102878,1.750363641265502,1.521694624123272,27.64965656,"{""type"":""MultiPoint"",""coordinates"":[]}",2010-07-04 15:23:26.405000+00:00,LT05_013030_20100704,21.644,0.48403856595661215,1.2,0.25819888974716115,21.825000000000003,10.0,22.17,22.17,,1.0,21.49,21.49,,1.0,20.64,20.64,,1.0,20.96,20.96,,1.0,21.84,21.863333333333333,0.09352361555600207,6.0,,,,,,,,,,,,,,,,
51,1_2_1_LE07_013030_20100712,131.44896681,25.0,61.67453959,1.0165742,40371.64243960648,1278948306782.0,0.3340518496941451,5734,6000,1.9219729530768401,32.82598652000001,25.48014298356812,25.52115576018236,18.40877816,25.084850417762205,26.391018614989477,-0.5214739964922539,1.4668554917513204,28.32546041,"{""type"":""MultiPoint"",""coordinates"":[]}",2010-07-12 15:25:06.782000+00:00,LE07_013030_20100712,24.842,0.5472517194531641,1.2,0.25819888974716115,25.06,10.0,25.24,25.24,,1.0,23.68,23.68,,1.0,25.04,25.04,,1.0,23.98,23.98,,1.0,25.1,25.08,0.11366617790706597,6.0,,,,,,,,,,,,,,,,
52,1_2_1_LE07_013030_20100728,134.59711296,24.0,59.07965381,1.0154126,40387.64244278935,1280330707057.0,0.5607923099330032,9626,10095,1.3612323103824515,31.24686128000002,22.025550692017912,22.320263543737454,15.592329680000036,21.08823305059223,23.13511779800283,-0.3876132649839816,1.9517493236765984,30.92034619,"{""type"":""MultiPoint"",""coordinates"":[]}",2010-07-28 15:25:07.057000+00:00,LE07_013030_20100728,23.032,0.3446995471099107,1.2,0.25819888974716115,22.884999999999998,10.0,23.68,23.68,,1.0,23.51,23.51,,1.0,22.630000000000006,22.630000000000006,,1.0,23.3,23.3,,1.0,22.855,22.866666666666664,0.06860515043833676,6.0,,,,,,,,,,,,,,,,
53,1_2_1_LE07_013030_20100829,144.92147483,0.0,51.2765677,1.0098616,40419.64247421297,1283095509772.0,0.8622778910573842,14801,15693,11.290328690499633,32.364553820000026,21.85767746149315,21.76680096822084,20.527950560000026,21.356301729898775,22.17324398146419,2.965920243501523,1.1455880005801915,38.7234323,"{""type"":""MultiPoint"",""coordinates"":[]}",2010-08-29 15:25:09.772000+00:00,LE07_013030_20100829,20.823,0.22296237849068232,1.2,0.25819888974716115,20.784999999999997,10.0,21.34,21.34,,1.0,20.99,20.99,,1.0,20.48,20.48,,1.0,20.79,20.79,,1.0,20.769999999999996,20.771666666666665,0.05946988033170034,6.0,,,,,,,,,,,,,,,,
54,1_1_2_1_LT05_013030_20100906,146.95940977,28.0,48.65947916,1.0079366,40427.641073067134,1283786588713.0,0.8178852315758811,14039,14795,3.5182981393684933,25.962602360000005,20.566879616919575,20.730026952126227,16.593809540000052,20.167798771607977,21.143257864810728,-0.715290923137106,0.8757217404968616,41.34052084,"{""type"":""MultiPoint"",""coordinates"":[]}",2010-09-06 15:23:08.713000+00:00,LT05_013030_20100906,20.098,0.9527830579704692,1.2,0.25819888974716115,19.444999999999997,10.0,21.34,21.34,,1.0,21.66,21.66,,1.0,20.48,20.48,,1.0,21.130000000000006,21.130000000000006,,1.0,19.4,19.395,0.04806245936279102,6.0,,,,,,,,,,,,,,,,
