system:index,azimuth,cloud_cover,elev,esd,l_exceltime,landsat_time,pct_lake,pixel_count,surface_temp_count,surface_temp_max,surface_temp_mean,surface_temp_median,surface_temp_min,surface_temp_p25,surface_temp_p75,surface_temp_skew,surface_temp_stdDev,sza,.geo
1_1_2_1_LT05_013030_19900526,123.88787403,41.0,57.66536181,1.0131161,33019.62018670139,6.43733584131E11,0.926070492280804,15896,16783,23.41275944000006,11.475729432317584,11.443395011961808,0.22832978000002413,9.569284272891444,14.357622022284414,-0.5965574702361379,3.250267393281104,32.33463819,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19900627,119.16979868,52.0,58.32586374,1.01658,33051.620179398145,6.464983835E11,1.0,17165,18205,30.012956060000022,22.481942058963327,22.50857360054528,21.00989138,21.827021434269547,22.50857360054528,1.5056769849165925,0.9419859924297737,31.674136259999997,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_LT04_013030_19900721,124.58599166,39.0,57.04765729,1.0160593,33075.62649188658,6.48572528899E11,0.5630643751820565,9665,10257,29.930923580000012,22.099379226301153,22.037065585835528,14.54983358000004,20.718168502060887,23.310885702800302,0.12024771664077112,1.8102910326368147,32.95234271,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19900729,123.59947906,13.0,54.34151425,1.0152917,33083.62010068287,6.49263176699E11,0.8791144771337023,15090,15925,33.21905881999999,24.613122546382808,24.351547604323205,22.780425740000055,24.201788551774165,25.054117338590395,1.2018298136418235,0.8119569394429879,35.65848575,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19900830,134.40008099,5.0,47.20223389,1.0096002,33115.619964895835,6.52027964967E11,1.0,17165,18205,26.700894680000033,22.188851481816208,22.31228132805507,20.10411608000004,21.880408615099928,22.46297896882118,0.17951313953028972,0.4211343793581179,42.79776611,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19901001,145.39521967,4.0,37.68610972,1.001076,33147.61980625,6.5479275126E11,0.8086221963297408,13880,14744,17.250069380000014,14.527099971123294,14.595888878530536,10.147423820000029,14.449496266641637,14.976266591473983,-1.6947261733806613,0.7815778759384476,52.31389028,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19901017,149.48226714,27.0,32.5210037,0.9964974,33163.61975449074,6.56175146788E11,0.9257792018642587,15891,16896,16.768128560000036,13.756503411137821,13.586621149361937,11.066871200000037,13.444508184091477,14.020583743443096,0.28068266514494544,0.46899172708337256,57.4789963,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19901118,153.50162421,52.0,23.20310572,0.9884149,33195.61969028935,6.58939941241E11,0.4025633556655986,6910,7204,6.124414279999996,3.9654787271351855,4.08163306863222,-1.0910259400000086,3.9400364147858475,4.4837375059732025,-1.6804649073235076,0.9518306915404652,66.79689428,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19910513,128.06300723,0.0,55.92738838,1.0104688,33371.621738877315,6.74146518239E11,1.0,17165,18205,25.81904552000003,13.80509533549971,13.269544443606335,11.948720360000038,13.133331818925228,13.85655776975176,2.1888591691484263,1.8868657936564979,34.07261162,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19910529,124.0627556,19.0,58.33398717,1.0135833,33387.62191469908,6.7552893343E11,0.9999417419166909,17164,18204,26.800017260000004,19.43013081381219,19.34286201869824,17.824296740000023,18.695117759299055,19.46334312721043,1.9330203418492322,1.234886522932823,31.66601283,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19910716,121.69099426,1.0,56.92722049,1.0164091,33435.62236876157,6.79676172661E11,0.9778036702592485,16784,17808,30.32741390000001,20.705746494095322,20.38454563055675,19.054783939999993,20.240621079069445,20.97365158757704,2.3077659757889086,1.0441302610346077,33.07277951,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19910801,125.46259694,35.0,54.35925609,1.0149618,33451.62247333334,6.81058581696E11,0.9942324497524031,17066,18086,31.97831756000005,23.008037010412064,22.737286932173657,21.15003020000006,22.61053258851632,23.45984176538816,2.114125179015584,1.0517622242756082,35.64074391,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19910817,130.72922686,5.0,51.00988119,1.0124168,33467.622522847225,6.82440985974E11,0.8764928633847946,15045,15681,30.272725580000042,18.29878302859352,19.13634063835172,4.989631640000027,14.254908796930088,22.202536365408694,-0.5534654218482542,4.773982067110213,38.99011881,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19910902,136.65914156,0.0,46.96093487,1.0089507,33483.62267664352,6.83823399262E11,1.0,17165,18205,23.85710204000003,19.96747008936476,19.865789404517745,16.81598084000001,19.715776016469437,20.244180880488106,-1.129338849072968,0.5396101008373467,43.03906513,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19910918,142.43197422,69.0,42.30194983,1.0048085,33499.62280859954,6.85205810663E11,0.8126420040780659,13949,14634,22.66079504000004,13.576276613867977,13.415195927494874,6.671297480000021,11.331165299257691,15.571610896989336,0.25232160420334965,2.9090611482042283,47.69805017,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19911004,147.45326219,7.0,37.24259967,1.0002895,33515.62284049769,6.86588213419E11,0.9375473346926886,16093,17078,20.083607959999995,15.001928897484229,14.939727301269192,13.633804220000002,14.810149798435587,14.939727301269192,2.315902019960223,0.6028645946153843,52.75740033,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19911105,153.78295249,43.0,27.14835123,0.9914724,33547.62295592592,6.89353023392E11,0.9387124963588698,16113,16986,8.657167100000038,5.7676787159831875,5.9886750397705,-2.0002192599999944,4.355305960245789,7.597557800717339,-0.6881494813788324,1.9226020758406872,62.85164877,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19920515,127.69631774,35.0,56.59145133,1.0110645,33739.622629108795,7.05941795155E11,0.8653655694727643,14854,15697,20.35021352000001,10.43913869974902,10.211193229242467,7.173746420000043,10.065530314867095,10.78435850114367,1.9389773280035056,1.3252222840036911,33.40854867,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19920616,120.82397514,1.0,59.19417388,1.0159444,33771.622378217595,7.08706573478E11,1.0,17165,18205,26.43087109999999,18.35113974773444,18.309903908421788,17.27057750000006,17.943167633400062,18.462409916455336,2.9441168214989646,0.7745373245558522,30.80582612,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19920819,131.33168062,64.0,50.18238503,1.0118822,33835.62179027778,7.1423612268E11,0.6480629187299738,11124,11634,25.72675898,18.40134497882691,18.128596689400105,16.56988339999998,17.994298283573965,18.80774462268124,1.6697766291386529,0.8493212287154238,39.81761497,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19920920,142.74719148,1.0,41.23097391,1.0040522,33867.621452754625,7.17000893518E11,0.9997087095834547,17160,18199,21.29700506000006,17.947071231046955,17.953071334610147,14.307154159999982,17.803828785517922,18.360768074234116,-0.49287107689779386,0.4923438817042478,48.76902609,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19921006,147.50924243,0.0,36.10811268,0.9995016,33883.62116765046,7.18383268885E11,0.9999417419166909,17164,18203,14.28664604000005,12.568494789449192,12.8384506601522,8.489684119999993,12.44886581409125,12.984222908969167,-1.8552024410817143,0.6434777215572548,53.89188732,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19921022,151.08689444,62.0,30.92581238,0.9949683,33899.621063969906,7.19765659927E11,0.5318963006117099,9130,9395,12.01024472000006,9.596110523028807,9.838455982592444,5.922751100000028,9.431487420921663,9.838455982592444,-2.0789967488064462,0.6293248234506487,59.074187620000004,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19921107,153.2552268,53.0,26.09825272,0.9907989,33915.62087238426,7.21148043374E11,0.30958345470434023,5314,5711,7.317303260000017,5.104487851340075,5.997858853646369,-3.0495513999999844,4.505116147518457,5.997858853646369,-1.6380532870915452,1.7002144449100034,63.901747279999995,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19930502,130.76668733,0.0,53.52561559,1.0079773,34091.62176577546,7.36354520563E11,1.0,17165,18205,21.067997719999994,7.599000670658449,7.2996627905319915,4.85291084000005,6.5891040711656155,7.8690897477930735,2.140180573716269,2.084298068006198,36.47438441,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19930603,122.78166092,10.0,58.76228372,1.0144279,34123.62183099537,7.39119326198E11,0.5116807457034663,8783,9372,22.506984139999986,12.57182790879348,12.519029071736917,9.009223160000033,11.95698206777501,13.069728817717873,1.6963181949113895,1.3440877214564326,31.23771628,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19930705,120.19002287,3.0,58.05219092,1.0167103,34155.621730405095,7.41884117507E11,1.0,17165,18205,34.11799808000001,22.401557353825627,22.338236038738476,20.14171429999999,21.71019071356872,23.050736444069557,1.8681816647392122,1.2442571803398126,31.94780908,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19930806,126.83994007,26.0,53.15795828,1.0142056,34187.621736597226,7.44648918042E11,0.9390620448587241,16119,17031,28.943115799999987,17.852993470798186,17.64769647842962,12.905765960000053,16.403667946785625,19.46638395570054,0.16292544373593912,1.9591242001599452,36.84204172,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19930907,138.2798731,84.0,45.26263869,1.0075935,34219.62170112268,7.47413714977E11,0.2587824060588407,4442,4543,17.71150208000006,13.802757924723714,14.069802830000029,9.183542180000018,12.908406805648617,14.48468076175882,-0.32252336245211166,1.2240277431896285,44.73736131,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19931025,151.8308085,22.0,30.1524087,0.9942191,34267.62154287037,7.51560901304E11,0.8851733177978445,15194,15988,14.566923680000059,10.138289120078499,10.026143656880883,7.115640080000048,9.881976141567272,10.571430783740492,0.20734157506909648,0.5183333990799579,59.847591300000005,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19931110,153.78401734,1.0,25.45009589,0.9901459,34283.62145925926,7.5294329408E11,0.9998252257500728,17162,18195,8.800723940000012,6.379590216715306,6.4138325767936095,3.0550323200000093,5.8610447299875705,6.820336367654327,-0.5517759987666743,0.6330823455391782,64.54990411,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19931126,154.30457716,61.0,21.62277997,0.9868154,34299.62139663195,7.54325688669E11,0.9993591610836003,17154,18182,4.288937540000006,1.792020278223459,1.813280984592423,-4.44752158,1.6706403913060912,2.3636011631466496,-1.5353199881230428,1.0217166365702488,68.37722003,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19940521,124.83554147,1.0,56.86941536,1.0121814,34475.61965320602,7.69531938037E11,1.0,17165,18205,24.400567220000028,12.255262232328835,11.883546189605005,10.208948179999993,11.328238395892287,12.578119602909712,1.8884495524057965,1.9221583048667954,33.13058464,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19940622,118.8740177,5.0,58.32165547,1.0163389,34507.6192028588,7.72296699127E11,0.9988348383338188,17145,18179,27.418678880000016,21.18596158077447,21.041837456758675,18.815522540000018,20.59594880170856,21.632435796581163,0.837559324877599,0.9744271518628479,31.678344529999997,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19940708,119.06499638,45.0,57.06189099,1.016682,34523.61891295139,7.73679074079E11,0.2991552577920186,5135,5318,30.053972300000055,14.033883808686161,12.412446162025384,-2.4889961199999675,7.675112283703754,22.394189414613404,0.054741752291270054,8.280046848865737,32.93810901,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19940724,121.6526071,45.0,54.84003817,1.0158094,34539.61860458333,7.75061447436E11,0.42120594232449754,7230,7655,28.72094450000003,23.78963564480773,23.7337030582457,20.53136858000005,23.050213910951268,24.559003677881627,0.0015940227591358673,0.9544154937228271,35.15996183,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19940809,126.12549638,16.0,51.8197169,1.0137808,34555.61830101852,7.76443821208E11,1.0,17165,18205,29.920669520000047,22.329220801254074,22.064521915085038,21.26966090000002,21.93622524426536,22.729427785521686,2.652699800587332,0.5699159837988916,38.1802831,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19940825,131.66770447,10.0,48.09746765,1.0107361,34571.618031527774,7.77826197924E11,1.0,17165,18205,27.340064420000033,20.53801849667253,20.431405963010974,19.690535660000023,20.287237653330696,20.87839585296949,2.4434616906106617,0.5489029785435262,41.90253235,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19940910,137.48346422,6.0,43.73499791,1.0068885,34587.61774851852,7.79208573472E11,0.5839207690066996,10023,10636,19.41709406000001,16.305087342251877,16.520017267668546,12.690430699999979,16.116776328743253,16.660279291459684,-0.9071150998555473,0.5700584477788361,46.26500209,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19941012,147.28322496,0.0,33.7394282,0.9979294,34619.61711619213,7.81973318839E11,1.0,17165,18205,13.972188200000005,11.509522737718978,11.64471201668664,8.530700360000026,11.254232348260745,11.788416238701187,-1.4278864792707158,0.4957631719054368,56.2605718,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19941028,150.42771541,1.0,28.67877711,0.9934823,34635.6167430787,7.83355686602E11,0.9999417419166909,17164,18202,13.305674300000021,10.626138253794764,10.582004271157704,8.359799360000011,10.438127405173894,10.986533158764718,0.40896630684532653,0.39812054359198235,61.32122289,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19941113,152.14359263,45.0,24.08760862,0.9895147,34651.61635582176,7.84738053143E11,0.9998252257500728,17162,18200,11.053199120000045,8.1636652004533,8.1003045421668,5.833882580000022,7.96064170013507,8.520197577701682,-0.06306713909712934,0.447261726884594,65.91239138,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19941129,152.43286549,54.0,20.43961283,0.9863404,34667.615990983795,7.86120421621E11,0.9787357995921934,16800,17713,5.912497040000005,4.006879764368699,4.005048567749488,0.1257891800000266,3.576949093200422,4.143037256610014,-0.8300034534908796,0.5461371678949174,69.56038717,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19950508,124.65962399,11.0,52.72123854,1.0093126,34827.61166737269,7.99944048061E11,0.47224002330323334,8106,8637,17.164618880000035,7.318637331516716,6.923615161506052,5.615129300000035,6.783712684825073,7.503404118316725,2.410005279533734,1.224596247870658,37.27876146,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19950727,118.2896771,38.0,52.22281164,1.0155407,34907.60914927084,8.06855830497E11,0.7824643169239732,13431,14194,32.39189798000001,24.405040986442568,24.56133982106205,22.835114060000024,23.820680338125968,24.65807691381346,1.3404570393186488,0.7084363471847125,37.77718836,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_2_1_LT05_013030_19950828,128.41623679,16.0,45.38815364,1.010127,34939.608121412035,8.0962054169E11,0.36259831051558405,6224,6513,14.419948820000059,10.308034606455612,10.444059273331224,2.689304180000022,9.337502880199365,11.547246015516121,-0.4188955293154874,1.7431565908821252,44.61184636,"{""type"":""MultiPoint"",""coordinates"":[]}"
