"","temp_degC","date","count"
"5471",12,2017-09-09,57
"5472",12.1,2017-09-09,63
"5473",12.2,2017-09-09,76
"5474",12.3,2017-09-09,79
"5475",12.4,2017-09-09,91
"5476",12.5,2017-09-09,74
"5477",12.6,2017-09-09,69
"5478",12.7,2017-09-09,87
"5479",12.8,2017-09-09,81
"5480",12.9,2017-09-09,102
"5481",13,2017-09-09,105
"5482",13.1,2017-09-09,108
"5483",13.2,2017-09-09,101
"5484",13.3,2017-09-09,113
"5485",13.4,2017-09-09,107
"5486",13.5,2017-09-09,112
"5487",13.6,2017-09-09,125
"5488",13.7,2017-09-09,129
"5489",13.8,2017-09-09,131
"5490",13.9,2017-09-09,139
"5491",14,2017-09-09,142
"5492",14.1,2017-09-09,147
"5493",14.2,2017-09-09,156
"5494",14.3,2017-09-09,159
"5495",14.4,2017-09-09,197
"5496",14.5,2017-09-09,240
"5497",14.6,2017-09-09,298
"5498",14.7,2017-09-09,350
"5499",14.8,2017-09-09,411
"5500",14.9,2017-09-09,494
"5501",15,2017-09-09,492
"5502",15.1,2017-09-09,295
"5503",15.2,2017-09-09,545
"5504",15.3,2017-09-09,620
"5505",15.4,2017-09-09,168
"5506",15.5,2017-09-09,26
"5507",15.6,2017-09-09,15
"5508",15.7,2017-09-09,8
"5509",15.8,2017-09-09,3
"5510",15.9,2017-09-09,2
"5511",16,2017-09-09,5
"5512",16.2,2017-09-09,1
"5513",16.4,2017-09-09,1
"5514",16.5,2017-09-09,1
"5515",16.5,2017-09-17,3
"5516",17.1,2017-09-17,3
"5517",17.6,2017-09-17,293
"5518",18.1,2017-09-17,3565
"5519",18.7,2017-09-17,8221
"5520",19.2,2017-09-17,2892
"5521",19.7,2017-09-17,200
"5522",20.2,2017-09-17,18
"5523",20.8,2017-09-17,11
"5524",21.3,2017-09-17,3
"5525",9.3,2017-10-03,1
"5526",11,2017-10-03,7
"5527",11.5,2017-10-03,7
"5528",12.1,2017-10-03,33
"5529",12.7,2017-10-03,107
"5530",13.2,2017-10-03,215
"5531",13.8,2017-10-03,812
"5532",14.3,2017-10-03,7831
"5533",14.9,2017-10-03,5226
"5534",15.4,2017-10-03,156
"5535",16,2017-10-03,8
"5536",16.5,2017-10-03,4
"5537",0,2017-10-11,5
"5538",0.1,2017-10-11,17
"5539",0.2,2017-10-11,12
"5540",0.3,2017-10-11,3
"5541",0.4,2017-10-11,8
"5542",0.5,2017-10-11,5
"5543",0.6,2017-10-11,11
"5544",0.7,2017-10-11,5
"5545",0.8,2017-10-11,11
"5546",0.9,2017-10-11,10
"5547",1,2017-10-11,13
"5548",1.1,2017-10-11,11
"5549",1.2,2017-10-11,12
"5550",1.3,2017-10-11,12
"5551",1.4,2017-10-11,23
"5552",1.5,2017-10-11,14
"5553",1.6,2017-10-11,23
"5554",1.7,2017-10-11,22
"5555",1.8,2017-10-11,22
"5556",1.9,2017-10-11,22
"5557",2,2017-10-11,24
"5558",2.1,2017-10-11,27
"5559",2.2,2017-10-11,21
"5560",2.3,2017-10-11,22
"5561",2.4,2017-10-11,29
"5562",2.5,2017-10-11,42
"5563",2.6,2017-10-11,25
"5564",2.7,2017-10-11,28
"5565",2.8,2017-10-11,25
"5566",2.9,2017-10-11,23
"5567",3,2017-10-11,32
"5568",3.1,2017-10-11,32
"5569",3.2,2017-10-11,30
"5570",3.3,2017-10-11,30
"5571",3.4,2017-10-11,37
"5572",3.5,2017-10-11,42
"5573",3.6,2017-10-11,36
"5574",3.7,2017-10-11,35
"5575",3.8,2017-10-11,40
"5576",3.9,2017-10-11,38
"5577",4,2017-10-11,48
"5578",4.1,2017-10-11,50
"5579",4.2,2017-10-11,55
"5580",4.3,2017-10-11,40
"5581",4.4,2017-10-11,43
"5582",4.5,2017-10-11,36
"5583",4.6,2017-10-11,39
"5584",4.7,2017-10-11,48
"5585",4.8,2017-10-11,44
"5586",4.9,2017-10-11,48
"5587",5,2017-10-11,29
"5588",5.1,2017-10-11,56
"5589",5.2,2017-10-11,33
"5590",5.3,2017-10-11,48
"5591",5.4,2017-10-11,45
"5592",5.5,2017-10-11,41
"5593",5.6,2017-10-11,51
"5594",5.7,2017-10-11,38
"5595",5.8,2017-10-11,53
"5596",5.9,2017-10-11,59
"5597",6,2017-10-11,50
"5598",6.1,2017-10-11,50
"5599",6.2,2017-10-11,45
"5600",6.3,2017-10-11,61
"5601",6.4,2017-10-11,68
"5602",6.5,2017-10-11,57
"5603",6.6,2017-10-11,70
"5604",6.7,2017-10-11,66
"5605",6.8,2017-10-11,54
"5606",6.9,2017-10-11,61
"5607",7,2017-10-11,49
"5608",7.1,2017-10-11,62
"5609",7.2,2017-10-11,76
"5610",7.3,2017-10-11,74
"5611",7.4,2017-10-11,57
"5612",7.5,2017-10-11,86
"5613",7.6,2017-10-11,51
"5614",7.7,2017-10-11,69
"5615",7.8,2017-10-11,67
"5616",7.9,2017-10-11,71
"5617",8,2017-10-11,72
"5618",8.1,2017-10-11,75
"5619",8.2,2017-10-11,67
"5620",8.3,2017-10-11,63
"5621",8.4,2017-10-11,62
"5622",8.5,2017-10-11,53
"5623",8.6,2017-10-11,74
"5624",8.7,2017-10-11,63
"5625",8.8,2017-10-11,68
"5626",8.9,2017-10-11,71
"5627",9,2017-10-11,65
"5628",9.1,2017-10-11,73
"5629",9.2,2017-10-11,55
"5630",9.3,2017-10-11,60
"5631",9.4,2017-10-11,54
"5632",9.5,2017-10-11,63
"5633",9.6,2017-10-11,59
"5634",9.7,2017-10-11,46
"5635",9.8,2017-10-11,42
"5636",9.9,2017-10-11,44
"5637",10,2017-10-11,60
"5638",10.1,2017-10-11,56
"5639",10.2,2017-10-11,49
"5640",10.3,2017-10-11,53
"5641",10.4,2017-10-11,48
"5642",10.5,2017-10-11,45
"5643",10.6,2017-10-11,67
"5644",10.7,2017-10-11,54
"5645",10.8,2017-10-11,56
"5646",10.9,2017-10-11,60
"5647",11,2017-10-11,49
"5648",11.1,2017-10-11,64
"5649",11.2,2017-10-11,54
"5650",11.3,2017-10-11,89
"5651",11.4,2017-10-11,66
"5652",11.5,2017-10-11,85
"5653",11.6,2017-10-11,75
"5654",11.7,2017-10-11,71
"5655",11.8,2017-10-11,80
"5656",11.9,2017-10-11,72
"5657",12,2017-10-11,80
"5658",12.1,2017-10-11,79
"5659",12.2,2017-10-11,125
"5660",12.3,2017-10-11,131
"5661",12.4,2017-10-11,96
"5662",12.5,2017-10-11,103
"5663",12.6,2017-10-11,129
"5664",12.7,2017-10-11,113
"5665",12.8,2017-10-11,135
"5666",12.9,2017-10-11,131
"5667",13,2017-10-11,147
"5668",13.1,2017-10-11,176
"5669",13.2,2017-10-11,175
"5670",13.3,2017-10-11,175
"5671",13.4,2017-10-11,199
"5672",13.5,2017-10-11,247
"5673",13.6,2017-10-11,324
"5674",13.7,2017-10-11,230
"5675",13.8,2017-10-11,244
"5676",13.9,2017-10-11,309
"5677",14,2017-10-11,399
"5678",14.1,2017-10-11,757
"5679",14.2,2017-10-11,858
"5680",14.3,2017-10-11,224
"5681",14.4,2017-10-11,35
"5682",14.6,2017-10-11,1
"5683",14.7,2017-10-11,1
"5684",14.8,2017-10-11,2
"5685",9.8,2017-10-19,5
"5686",10.4,2017-10-19,51
"5687",11,2017-10-19,127
"5688",11.5,2017-10-19,367
"5689",12.1,2017-10-19,1072
"5690",12.7,2017-10-19,1359
"5691",13.2,2017-10-19,1754
"5692",13.8,2017-10-19,7851
"5693",14.3,2017-10-19,1969
"5694",14.9,2017-10-19,21
"5695",10.2,2017-10-27,1
"5696",10.3,2017-10-27,1
"5697",10.4,2017-10-27,1
"5698",10.5,2017-10-27,5
"5699",10.6,2017-10-27,8
"5700",10.7,2017-10-27,9
"5701",10.8,2017-10-27,22
"5702",10.9,2017-10-27,33
"5703",11,2017-10-27,52
"5704",11.1,2017-10-27,86
"5705",11.2,2017-10-27,116
"5706",11.3,2017-10-27,159
"5707",11.4,2017-10-27,194
"5708",11.5,2017-10-27,257
"5709",11.6,2017-10-27,302
"5710",11.7,2017-10-27,361
"5711",11.8,2017-10-27,454
"5712",11.9,2017-10-27,517
"5713",12,2017-10-27,574
"5714",12.1,2017-10-27,777
"5715",12.2,2017-10-27,1347
"5716",12.3,2017-10-27,2644
"5717",12.4,2017-10-27,5005
"5718",12.5,2017-10-27,3789
"5719",12.6,2017-10-27,477
"5720",12.7,2017-10-27,2
"5721",0.3,2017-11-04,10
"5722",0.9,2017-11-04,61
"5723",1.5,2017-11-04,299
"5724",2.1,2017-11-04,890
"5725",2.7,2017-11-04,2070
"5726",3.4,2017-11-04,3112
"5727",4,2017-11-04,4013
"5728",4.6,2017-11-04,2952
"5729",5.2,2017-11-04,479
"5730",3.3,2017-11-12,1
"5731",3.6,2017-11-12,1
"5732",3.7,2017-11-12,1
"5733",3.8,2017-11-12,3
"5734",3.9,2017-11-12,2
"5735",4,2017-11-12,3
"5736",4.1,2017-11-12,8
"5737",4.2,2017-11-12,11
"5738",4.3,2017-11-12,9
"5739",4.4,2017-11-12,11
"5740",4.5,2017-11-12,17
"5741",4.6,2017-11-12,23
"5742",4.7,2017-11-12,42
"5743",4.8,2017-11-12,39
"5744",4.9,2017-11-12,56
"5745",5,2017-11-12,55
"5746",5.1,2017-11-12,76
"5747",5.2,2017-11-12,81
"5748",5.3,2017-11-12,101
"5749",5.4,2017-11-12,102
"5750",5.5,2017-11-12,97
"5751",5.6,2017-11-12,131
"5752",5.7,2017-11-12,163
"5753",5.8,2017-11-12,162
"5754",5.9,2017-11-12,178
"5755",6,2017-11-12,213
"5756",6.1,2017-11-12,220
"5757",6.2,2017-11-12,236
"5758",6.3,2017-11-12,232
"5759",6.4,2017-11-12,262
"5760",6.5,2017-11-12,267
"5761",6.6,2017-11-12,315
"5762",6.7,2017-11-12,336
"5763",6.8,2017-11-12,445
"5764",6.9,2017-11-12,518
"5765",7,2017-11-12,636
"5766",7.1,2017-11-12,835
"5767",7.2,2017-11-12,1166
"5768",7.3,2017-11-12,1069
"5769",7.4,2017-11-12,1452
"5770",7.5,2017-11-12,1592
"5771",7.6,2017-11-12,920
"5772",7.7,2017-11-12,595
"5773",7.8,2017-11-12,1012
"5774",7.9,2017-11-12,1602
"5775",8,2017-11-12,1282
"5776",8.1,2017-11-12,578
"5777",8.2,2017-11-12,37
"5778",0,2017-11-28,299
"5779",0.1,2017-11-28,350
"5780",0.2,2017-11-28,360
"5781",0.3,2017-11-28,419
"5782",0.4,2017-11-28,432
"5783",0.5,2017-11-28,408
"5784",0.6,2017-11-28,452
"5785",0.7,2017-11-28,472
"5786",0.8,2017-11-28,575
"5787",0.9,2017-11-28,859
"5788",1,2017-11-28,1038
"5789",1.1,2017-11-28,1173
"5790",1.2,2017-11-28,1002
"5791",1.3,2017-11-28,1046
"5792",1.4,2017-11-28,961
"5793",1.5,2017-11-28,1077
"5794",1.6,2017-11-28,1169
"5795",1.7,2017-11-28,1126
"5796",1.8,2017-11-28,694
"5797",1.9,2017-11-28,423
"5798",2,2017-11-28,283
"5799",2.1,2017-11-28,128
"5800",2.2,2017-11-28,36
"5801",2.3,2017-11-28,9
"5802",13.1,2018-05-23,30
"5803",13.2,2018-05-23,228
"5804",13.3,2018-05-23,1146
"5805",13.4,2018-05-23,1974
"5806",13.5,2018-05-23,2235
"5807",13.6,2018-05-23,2202
"5808",13.7,2018-05-23,1588
"5809",13.8,2018-05-23,1198
"5810",13.9,2018-05-23,840
"5811",14,2018-05-23,716
"5812",14.1,2018-05-23,502
"5813",14.2,2018-05-23,459
"5814",14.3,2018-05-23,353
"5815",14.4,2018-05-23,334
"5816",14.5,2018-05-23,266
"5817",14.6,2018-05-23,234
"5818",14.7,2018-05-23,225
"5819",14.8,2018-05-23,223
"5820",14.9,2018-05-23,172
"5821",15,2018-05-23,169
"5822",15.1,2018-05-23,182
"5823",15.2,2018-05-23,146
"5824",15.3,2018-05-23,177
"5825",15.4,2018-05-23,126
"5826",15.5,2018-05-23,125
"5827",15.6,2018-05-23,134
"5828",15.7,2018-05-23,115
"5829",15.8,2018-05-23,97
"5830",15.9,2018-05-23,107
"5831",16,2018-05-23,67
"5832",16.1,2018-05-23,88
"5833",16.2,2018-05-23,72
"5834",16.3,2018-05-23,60
"5835",16.4,2018-05-23,61
"5836",16.5,2018-05-23,73
"5837",16.6,2018-05-23,58
"5838",16.7,2018-05-23,43
"5839",16.8,2018-05-23,50
"5840",16.9,2018-05-23,40
"5841",17,2018-05-23,41
"5842",17.1,2018-05-23,19
"5843",17.2,2018-05-23,22
"5844",17.3,2018-05-23,28
"5845",17.4,2018-05-23,26
"5846",17.5,2018-05-23,20
"5847",17.6,2018-05-23,11
"5848",17.7,2018-05-23,15
"5849",17.8,2018-05-23,13
"5850",17.9,2018-05-23,9
"5851",18,2018-05-23,15
"5852",18.1,2018-05-23,14
"5853",18.2,2018-05-23,6
"5854",18.3,2018-05-23,6
"5855",18.4,2018-05-23,6
"5856",18.5,2018-05-23,2
"5857",18.6,2018-05-23,3
"5858",18.7,2018-05-23,4
"5859",18.8,2018-05-23,3
"5860",18.9,2018-05-23,3
"5861",19,2018-05-23,2
"5862",19.1,2018-05-23,2
"5863",19.3,2018-05-23,2
"5864",19.6,2018-05-23,1
"5865",19.7,2018-05-23,1
"5866",19.9,2018-05-23,2
"5867",20,2018-05-23,1
"5868",20.3,2018-05-23,1
"5869",12.6,2018-06-08,2
"5870",12.7,2018-06-08,2
"5871",12.8,2018-06-08,5
"5872",12.9,2018-06-08,5
"5873",13,2018-06-08,6
"5874",13.1,2018-06-08,6
"5875",13.2,2018-06-08,4
"5876",13.3,2018-06-08,11
"5877",13.4,2018-06-08,10
"5878",13.5,2018-06-08,7
"5879",13.6,2018-06-08,9
"5880",13.7,2018-06-08,8
"5881",13.8,2018-06-08,18
"5882",13.9,2018-06-08,10
"5883",14,2018-06-08,18
"5884",14.1,2018-06-08,18
"5885",14.2,2018-06-08,22
"5886",14.3,2018-06-08,13
"5887",14.4,2018-06-08,23
"5888",14.5,2018-06-08,24
"5889",14.6,2018-06-08,36
"5890",14.7,2018-06-08,74
"5891",14.8,2018-06-08,113
"5892",14.9,2018-06-08,161
"5893",15,2018-06-08,166
"5894",15.1,2018-06-08,152
"5895",15.2,2018-06-08,197
"5896",15.3,2018-06-08,529
"5897",15.4,2018-06-08,1759
"5898",15.5,2018-06-08,2581
"5899",15.6,2018-06-08,2058
"5900",15.7,2018-06-08,1192
"5901",15.8,2018-06-08,722
"5902",15.9,2018-06-08,462
"5903",16,2018-06-08,349
"5904",16.1,2018-06-08,304
"5905",16.2,2018-06-08,240
"5906",16.3,2018-06-08,211
"5907",16.4,2018-06-08,183
"5908",16.5,2018-06-08,151
"5909",16.6,2018-06-08,152
"5910",16.7,2018-06-08,116
"5911",16.8,2018-06-08,95
"5912",16.9,2018-06-08,104
"5913",17,2018-06-08,97
"5914",17.1,2018-06-08,65
"5915",17.2,2018-06-08,58
"5916",17.3,2018-06-08,56
"5917",17.4,2018-06-08,49
"5918",17.5,2018-06-08,40
"5919",17.6,2018-06-08,37
"5920",17.7,2018-06-08,35
"5921",17.8,2018-06-08,28
"5922",17.9,2018-06-08,24
"5923",18,2018-06-08,19
"5924",18.1,2018-06-08,15
"5925",18.2,2018-06-08,8
"5926",18.3,2018-06-08,13
"5927",18.4,2018-06-08,14
"5928",18.5,2018-06-08,6
"5929",18.6,2018-06-08,7
"5930",18.7,2018-06-08,7
"5931",18.8,2018-06-08,7
"5932",18.9,2018-06-08,1
"5933",19,2018-06-08,2
"5934",19.1,2018-06-08,3
"5935",19.2,2018-06-08,3
"5936",19.3,2018-06-08,2
"5937",19.4,2018-06-08,1
"5938",19.6,2018-06-08,1
"5939",10.5,2018-07-10,1
"5940",10.8,2018-07-10,1
"5941",10.9,2018-07-10,4
"5942",11,2018-07-10,1
"5943",11.3,2018-07-10,2
"5944",11.4,2018-07-10,2
"5945",11.5,2018-07-10,4
"5946",11.6,2018-07-10,3
"5947",11.7,2018-07-10,3
"5948",11.8,2018-07-10,1
"5949",11.9,2018-07-10,4
"5950",12,2018-07-10,3
"5951",12.1,2018-07-10,3
"5952",12.2,2018-07-10,6
"5953",12.3,2018-07-10,5
"5954",12.4,2018-07-10,5
"5955",12.5,2018-07-10,1
"5956",12.6,2018-07-10,5
"5957",12.7,2018-07-10,5
"5958",12.8,2018-07-10,3
"5959",12.9,2018-07-10,6
"5960",13,2018-07-10,7
"5961",13.1,2018-07-10,1
"5962",13.2,2018-07-10,1
"5963",13.3,2018-07-10,2
"5964",13.4,2018-07-10,5
"5965",13.5,2018-07-10,2
"5966",13.6,2018-07-10,2
"5967",13.7,2018-07-10,5
"5968",13.8,2018-07-10,6
"5969",13.9,2018-07-10,4
"5970",14.2,2018-07-10,3
"5971",14.3,2018-07-10,4
"5972",14.5,2018-07-10,4
"5973",14.6,2018-07-10,2
"5974",14.7,2018-07-10,1
"5975",14.8,2018-07-10,2
"5976",14.9,2018-07-10,3
"5977",15,2018-07-10,5
"5978",15.1,2018-07-10,2
"5979",15.2,2018-07-10,3
"5980",15.3,2018-07-10,1
"5981",15.4,2018-07-10,3
"5982",15.5,2018-07-10,4
"5983",15.7,2018-07-10,3
"5984",15.8,2018-07-10,3
"5985",15.9,2018-07-10,5
"5986",16,2018-07-10,2
"5987",16.1,2018-07-10,6
"5988",16.2,2018-07-10,4
"5989",16.3,2018-07-10,5
"5990",16.4,2018-07-10,4
"5991",16.5,2018-07-10,10
"5992",16.6,2018-07-10,7
"5993",16.7,2018-07-10,10
"5994",16.8,2018-07-10,5
"5995",16.9,2018-07-10,11
"5996",17,2018-07-10,9
"5997",17.1,2018-07-10,13
"5998",17.2,2018-07-10,18
"5999",17.3,2018-07-10,22
"6000",17.4,2018-07-10,23
"6001",17.5,2018-07-10,16
"6002",17.6,2018-07-10,18
"6003",17.7,2018-07-10,15
"6004",17.8,2018-07-10,23
"6005",17.9,2018-07-10,30
"6006",18,2018-07-10,27
"6007",18.1,2018-07-10,40
"6008",18.2,2018-07-10,31
"6009",18.3,2018-07-10,22
"6010",18.4,2018-07-10,43
"6011",18.5,2018-07-10,40
"6012",18.6,2018-07-10,49
"6013",18.7,2018-07-10,56
"6014",18.8,2018-07-10,42
"6015",18.9,2018-07-10,60
"6016",19,2018-07-10,61
"6017",19.1,2018-07-10,57
"6018",19.2,2018-07-10,62
"6019",19.3,2018-07-10,76
"6020",19.4,2018-07-10,73
"6021",19.5,2018-07-10,78
"6022",19.6,2018-07-10,63
"6023",19.7,2018-07-10,68
"6024",19.8,2018-07-10,78
"6025",19.9,2018-07-10,89
"6026",20,2018-07-10,88
"6027",20.1,2018-07-10,87
"6028",20.2,2018-07-10,87
"6029",20.3,2018-07-10,125
"6030",20.4,2018-07-10,151
"6031",20.5,2018-07-10,163
"6032",20.6,2018-07-10,202
"6033",20.7,2018-07-10,226
"6034",20.8,2018-07-10,255
"6035",20.9,2018-07-10,272
"6036",21,2018-07-10,363
"6037",21.1,2018-07-10,453
"6038",21.2,2018-07-10,534
"6039",21.3,2018-07-10,765
"6040",21.4,2018-07-10,1108
"6041",21.5,2018-07-10,1532
"6042",21.6,2018-07-10,1903
"6043",21.7,2018-07-10,1574
"6044",21.8,2018-07-10,978
"6045",21.9,2018-07-10,715
"6046",22,2018-07-10,501
"6047",22.1,2018-07-10,399
"6048",22.2,2018-07-10,313
"6049",22.3,2018-07-10,269
"6050",22.4,2018-07-10,246
"6051",22.5,2018-07-10,185
"6052",22.6,2018-07-10,160
"6053",22.7,2018-07-10,148
"6054",22.8,2018-07-10,116
"6055",22.9,2018-07-10,102
"6056",23,2018-07-10,92
"6057",23.1,2018-07-10,76
"6058",23.2,2018-07-10,65
"6059",23.3,2018-07-10,42
"6060",23.4,2018-07-10,52
"6061",23.5,2018-07-10,45
"6062",23.6,2018-07-10,30
"6063",23.7,2018-07-10,26
"6064",23.8,2018-07-10,21
"6065",23.9,2018-07-10,19
"6066",24,2018-07-10,16
"6067",24.1,2018-07-10,11
"6068",24.2,2018-07-10,11
"6069",24.3,2018-07-10,6
"6070",24.4,2018-07-10,6
"6071",24.5,2018-07-10,6
"6072",24.6,2018-07-10,4
"6073",24.8,2018-07-10,2
"6074",24.9,2018-07-10,1
"6075",19.2,2018-07-18,1
"6076",19.7,2018-07-18,199
"6077",20.2,2018-07-18,2471
"6078",20.7,2018-07-18,7020
"6079",21.3,2018-07-18,4509
"6080",21.8,2018-07-18,912
"6081",22.3,2018-07-18,22
"6082",22.8,2018-07-18,7
"6083",23.3,2018-07-18,2
"6084",18.1,2018-08-19,1
"6085",18.7,2018-08-19,4
"6086",19.2,2018-08-19,51
"6087",19.7,2018-08-19,4433
"6088",20.2,2018-08-19,8775
"6089",20.8,2018-08-19,1315
"6090",21.3,2018-08-19,37
"6091",21.8,2018-08-19,5
"6092",13.8,2018-09-04,1
"6093",14.3,2018-09-04,16
"6094",14.9,2018-09-04,29
"6095",15.4,2018-09-04,61
"6096",16,2018-09-04,117
"6097",16.5,2018-09-04,208
"6098",17,2018-09-04,309
"6099",17.6,2018-09-04,1017
"6100",18.1,2018-09-04,3467
"6101",18.7,2018-09-04,4191
"6102",19.2,2018-09-04,1194
"6103",19.7,2018-09-04,99
"6104",20.2,2018-09-04,10
"6105",20.8,2018-09-04,3
"6106",3.6,2018-10-14,1
"6107",3.7,2018-10-14,1
"6108",3.9,2018-10-14,1
"6109",4,2018-10-14,1
"6110",4.1,2018-10-14,1
"6111",4.3,2018-10-14,2
"6112",4.4,2018-10-14,1
"6113",4.5,2018-10-14,2
"6114",4.6,2018-10-14,2
"6115",4.8,2018-10-14,5
"6116",5,2018-10-14,3
"6117",5.1,2018-10-14,3
"6118",5.2,2018-10-14,6
"6119",5.3,2018-10-14,10
"6120",5.4,2018-10-14,10
"6121",5.5,2018-10-14,3
"6122",5.6,2018-10-14,6
"6123",5.7,2018-10-14,9
"6124",5.8,2018-10-14,5
"6125",5.9,2018-10-14,7
"6126",6,2018-10-14,11
"6127",6.1,2018-10-14,11
"6128",6.2,2018-10-14,9
"6129",6.3,2018-10-14,14
"6130",6.4,2018-10-14,11
"6131",6.5,2018-10-14,15
"6132",6.6,2018-10-14,12
"6133",6.7,2018-10-14,14
"6134",6.8,2018-10-14,13
"6135",6.9,2018-10-14,4
"6136",7,2018-10-14,19
"6137",7.1,2018-10-14,8
"6138",7.2,2018-10-14,14
"6139",7.3,2018-10-14,9
"6140",7.4,2018-10-14,13
"6141",7.5,2018-10-14,12
"6142",7.6,2018-10-14,22
"6143",7.7,2018-10-14,26
"6144",7.8,2018-10-14,24
"6145",7.9,2018-10-14,26
"6146",8,2018-10-14,33
"6147",8.1,2018-10-14,34
"6148",8.2,2018-10-14,20
"6149",8.3,2018-10-14,34
"6150",8.4,2018-10-14,31
"6151",8.5,2018-10-14,30
"6152",8.6,2018-10-14,33
"6153",8.7,2018-10-14,42
"6154",8.8,2018-10-14,42
"6155",8.9,2018-10-14,47
"6156",9,2018-10-14,54
"6157",9.1,2018-10-14,58
"6158",9.2,2018-10-14,63
"6159",9.3,2018-10-14,88
"6160",9.4,2018-10-14,94
"6161",9.5,2018-10-14,117
"6162",9.6,2018-10-14,116
"6163",9.7,2018-10-14,94
"6164",9.8,2018-10-14,121
"6165",9.9,2018-10-14,105
"6166",10,2018-10-14,97
"6167",10.1,2018-10-14,128
"6168",10.2,2018-10-14,139
"6169",10.3,2018-10-14,104
"6170",10.4,2018-10-14,120
"6171",10.5,2018-10-14,112
"6172",10.6,2018-10-14,139
"6173",10.7,2018-10-14,181
"6174",10.8,2018-10-14,190
"6175",10.9,2018-10-14,220
"6176",11,2018-10-14,254
"6177",11.1,2018-10-14,273
"6178",11.2,2018-10-14,369
"6179",11.3,2018-10-14,434
"6180",11.4,2018-10-14,485
"6181",11.5,2018-10-14,405
"6182",11.6,2018-10-14,445
"6183",11.7,2018-10-14,416
"6184",11.8,2018-10-14,484
"6185",11.9,2018-10-14,563
"6186",12,2018-10-14,855
"6187",12.1,2018-10-14,1233
"6188",12.2,2018-10-14,2237
"6189",12.3,2018-10-14,2168
"6190",12.4,2018-10-14,2361
"6191",12.5,2018-10-14,913
"6192",12.6,2018-10-14,167
"6193",12.7,2018-10-14,24
"6194",0.9,2018-10-22,1
"6195",1.5,2018-10-22,9
"6196",2.1,2018-10-22,9
"6197",2.7,2018-10-22,27
"6198",3.4,2018-10-22,23
"6199",4,2018-10-22,22
"6200",4.6,2018-10-22,35
"6201",5.2,2018-10-22,81
"6202",5.8,2018-10-22,121
"6203",6.4,2018-10-22,207
"6204",6.9,2018-10-22,463
"6205",7.5,2018-10-22,1138
"6206",8.1,2018-10-22,6637
"6207",8.7,2018-10-22,5805
"6208",9.3,2018-10-22,55
"6209",0.3,2018-11-07,1
"6210",0.9,2018-11-07,3
"6211",1.5,2018-11-07,18
"6212",2.1,2018-11-07,27
"6213",2.7,2018-11-07,62
"6214",3.4,2018-11-07,146
"6215",4,2018-11-07,258
"6216",4.6,2018-11-07,416
"6217",5.2,2018-11-07,633
"6218",5.8,2018-11-07,2143
"6219",6.4,2018-11-07,4298
"6220",6.9,2018-11-07,2511
"6221",7.5,2018-11-07,97
"6222",8.1,2018-11-07,28
"6223",8.7,2018-11-07,4
"6224",0.3,2018-11-23,2444
"6225",0.9,2018-11-23,4018
"6226",1.5,2018-11-23,4626
"6227",2.1,2018-11-23,435
"6228",2.7,2018-11-23,2
"6229",6.9,2019-05-18,13
"6230",7.5,2019-05-18,3129
"6231",8.1,2019-05-18,6844
"6232",8.7,2019-05-18,2828
"6233",9.3,2019-05-18,999
"6234",9.8,2019-05-18,431
"6235",10.4,2019-05-18,233
"6236",11,2019-05-18,132
"6237",11.5,2019-05-18,65
"6238",12.1,2019-05-18,31
"6239",12.7,2019-05-18,24
"6240",13.2,2019-05-18,7
"6241",13.8,2019-05-18,6
"6242",14.3,2019-05-18,4
"6243",14.9,2019-05-18,1
"6244",16.5,2019-05-18,1
"6245",10.6,2019-05-26,1
"6246",10.7,2019-05-26,2
"6247",10.9,2019-05-26,2
"6248",11.1,2019-05-26,3
"6249",11.3,2019-05-26,2
"6250",11.4,2019-05-26,4
"6251",11.5,2019-05-26,7
"6252",11.6,2019-05-26,10
"6253",11.7,2019-05-26,8
"6254",11.8,2019-05-26,16
"6255",11.9,2019-05-26,42
"6256",12,2019-05-26,51
"6257",12.1,2019-05-26,69
"6258",12.2,2019-05-26,122
"6259",12.3,2019-05-26,221
"6260",12.4,2019-05-26,389
"6261",12.5,2019-05-26,678
"6262",12.6,2019-05-26,637
"6263",12.7,2019-05-26,570
"6264",12.8,2019-05-26,714
"6265",12.9,2019-05-26,962
"6266",13,2019-05-26,915
"6267",13.1,2019-05-26,992
"6268",13.2,2019-05-26,721
"6269",13.3,2019-05-26,519
"6270",13.4,2019-05-26,466
"6271",13.5,2019-05-26,380
"6272",13.6,2019-05-26,411
"6273",13.7,2019-05-26,434
"6274",13.8,2019-05-26,372
"6275",13.9,2019-05-26,287
"6276",14,2019-05-26,221
"6277",14.1,2019-05-26,182
"6278",14.2,2019-05-26,183
"6279",14.3,2019-05-26,166
"6280",14.4,2019-05-26,148
"6281",14.5,2019-05-26,137
"6282",14.6,2019-05-26,122
"6283",14.7,2019-05-26,100
"6284",14.8,2019-05-26,102
"6285",14.9,2019-05-26,113
"6286",15,2019-05-26,105
"6287",15.1,2019-05-26,92
"6288",15.2,2019-05-26,94
"6289",15.3,2019-05-26,97
"6290",15.4,2019-05-26,76
"6291",15.5,2019-05-26,75
"6292",15.6,2019-05-26,65
"6293",15.7,2019-05-26,65
"6294",15.8,2019-05-26,50
"6295",15.9,2019-05-26,63
"6296",16,2019-05-26,49
"6297",16.1,2019-05-26,38
