,system:index,azimuth,cloud_cover,elev,emiss,esd,l_exceltime,landsat_time,pct_lake,pixel_count,surface_temp_count,surface_temp_max,surface_temp_mean,surface_temp_median,surface_temp_min,surface_temp_p25,surface_temp_p75,surface_temp_skew,surface_temp_stdDev,sza,v_exceltime,vapor_time,water_column,scene,temp_avg,t_stdev,depth_avg,d_stdev,temp_med,insitu_count,HerrickCoveSouth_median,HerrickCoveSouth_mean,HerrickCoveSouth_std,HerrickCoveSouth_count,Newbury_median,Newbury_mean,Newbury_std,Newbury_count,NorthSunapeeHarbor_median,NorthSunapeeHarbor_mean,NorthSunapeeHarbor_std,NorthSunapeeHarbor_count,SouthOfTheFells_median,SouthOfTheFells_mean,SouthOfTheFells_std,SouthOfTheFells_count,loon_median,loon_mean,loon_std,loon_count,harbor_median,harbor_mean,harbor_std,harbor_count,GeorgesMills_median,GeorgesMills_mean,GeorgesMills_std,GeorgesMills_count,HerrickCove_median,HerrickCove_mean,HerrickCove_std,HerrickCove_count,StateBeach_median,StateBeach_mean,StateBeach_std,StateBeach_count
170,1_2_1_LE07_013030_20080908,147.18657,12.0,47.670722999999995,0.9779510005476144,1.0072978000000001,39699.640181944436,1220887311720.0,0.5021150592216582,11870,12499,19.757157711167746,16.988619234554847,17.09985631047001,10.464463308380095,16.561253668443133,17.63605494093591,-1.7882831754740158,0.7329261320196053,42.32927703857422,39699.75,1220896800000,1.9799987792968752,LE07_013030_20080908,21.326999999999998,0.2243533918719418,0.9,0.5163977794943222,21.354999999999997,10.0,21.51,21.51,,1.0,21.33,21.33,,1.0,21.630000000000006,21.630000000000006,,1.0,20.79,20.79,,1.0,21.325,21.334999999999997,0.08826097665446606,6.0,,,,,,,,,,,,,,,,
171,1_2_1_LE07_013030_20081010,156.32908999999998,0.0,36.993324,0.9779510005476144,0.9983859,39731.639920717585,1223652089150.0,0.6383671742808799,15091,15912,16.02011519222323,12.992663111752679,12.720331259012434,12.160881046126649,12.720331259012434,13.276981753254606,0.9497595489639449,0.3737790658001587,53.00667572021485,39731.75,1223661600000,1.35,LE07_013030_20081010,14.819999999999999,0.040000000000000036,0.5,0.0,14.8,6.0,,,,,,,,,,,,,,,,,14.8,14.819999999999999,0.0400000000000002,6.0,,,,,,,,,,,,,,,,
172,1_1_2_1_LT05_013030_20081018,156.56749,9.0,33.981457,0.9779510005476144,0.9961141,39739.63672824074,1224343013320.0,0.6944585448392555,16417,17265,11.409966692628187,8.976912954337681,9.473738806577837,-0.2269945997571253,8.492883144506559,10.44602863274056,-1.844190927573757,1.9294146485824348,56.0185432434082,39739.75,1224352800000,0.6399993896484375,LT05_013030_20081018,13.899999999999999,0.024494897427831838,0.5,0.0,13.905000000000001,6.0,,,,,,,,,,,,,,,,,13.905000000000001,13.899999999999999,0.02449489742783128,6.0,,,,,,,,,,,,,,,,
173,1_2_1_LE07_013030_20081026,159.20372,3.0,31.677132,0.9779510005476144,0.9939111999999999,39747.64011203704,1225034505680.0,0.6309644670050761,14916,15733,12.720608329371345,10.276164178236764,10.465803197701488,8.743767483072086,9.8948138503674,10.465803197701488,0.22079266930671096,0.34348151691254,58.32286834716797,39747.75,1225044000000,0.9709991455078124,LE07_013030_20081026,12.058333333333335,0.19187669651801734,0.6666666666666666,0.408248290463863,11.98,6.0,,,,,,,,,,,,,,,,,11.98,12.058333333333335,0.1918766965180173,6.0,,,,,,,,,,,,,,,,
174,1_2_1_LE07_013030_20081111,160.68653999999998,86.0,26.93093,0.9779510005476144,0.9898826,39763.64027962963,1226416920160.0,0.30300338409475464,7163,7533,6.403966828080442,3.7430537011916103,4.614245413878377,-2.231745261066916,2.178571319776857,5.21423177834909,-0.6441552311116263,1.755407752326084,63.06907081604004,39763.75,1226426400000,0.7299987792968751,LE07_013030_20081111,9.269999999999998,1.9459014222361975e-15,0.5,0.0,9.27,6.0,,,,,,,,,,,,,,,,,9.27,9.269999999999998,0.0,6.0,,,,,,,,,,,,,,,,
175,1_2_1_LE07_013030_20081127,160.83076,60.0,23.219679,0.9779510005476144,0.9866176999999999,39779.64042060185,1227799332340.0,0.5868020304568528,13872,14568,3.4036711473679517,1.8158216846911883,2.1785729654112442,-6.853340720868404,1.5603994897774325,2.1785729654112442,-3.3256375297013925,0.8069743985069167,66.78032112121582,39779.75,1227808800000,0.7000000000000001,LE07_013030_20081127,4.696666666666667,0.019663841605003687,0.5,0.0,4.69,6.0,,,,,,,,,,,,,,,,,4.69,4.696666666666667,0.019663841605003802,6.0,,,,,,,,,,,,,,,,
176,1_2_1_LE07_013030_20090522,135.96068,7.0,61.416121999999994,0.9779510005476144,1.0123974,39955.64120648148,1243005800240.0,0.6125211505922166,14480,15301,22.869041438645787,12.15807470418777,12.160408981783824,9.319977505328133,11.03297341025268,12.719896188121304,1.5237537137164867,1.5631216944357889,28.58387756347656,39955.75,1243015200000,1.7209991455078126,LE07_013030_20090522,14.418750000000001,1.0285140112942415,1.5,0.0,14.48,8.0,15.7,15.7,0.0,2.0,14.65,14.65,0.1131370849898477,2.0,13.01,13.01,0.0,2.0,14.315,14.315,0.10606601717798364,2.0,,,,,,,,,,,,,,,,,,,,
177,1_1_2_1_LT05_013030_20090530,133.12552,50.0,62.153743999999996,0.9779510005476144,1.0137994000000001,39963.63953356481,1243696855700.0,0.4868443316412859,11509,12223,18.846753488869066,12.39671946688716,12.365097684242398,7.502563613650196,11.888151098457975,12.840090979716845,1.6233029803896446,0.9659302051855636,27.84625625610352,39963.75,1243706400000,1.520999145507813,LT05_013030_20090530,13.88875,0.6632697684308292,1.5,0.0,14.084999999999999,8.0,14.59,14.59,0.0,2.0,12.95,12.95,0.1131370849898477,2.0,14.239999999999998,14.239999999999998,0.0,2.0,13.774999999999999,13.774999999999999,0.21920310216783073,2.0,,,,,,,,,,,,,,,,,,,,
178,1_1_2_1_LT05_013030_20090903,145.83841,53.0,49.46065,0.9779510005476144,1.0086150999999999,40059.640626388886,1251991350120.0,0.35516074450084606,8396,8572,18.395984100647915,10.875192786929905,10.927577815773644,3.965833560508496,9.472317934219056,12.364491672065792,0.1244034806229402,2.0944054842164173,40.53934860229492,40059.75,1252000800000,1.8899993896484373,LT05_013030_20090903,21.695714285714292,0.7600780758045061,1.2857142857142858,0.2567762955065478,21.409999999999997,14.0,21.17,21.17,0.0,2.0,21.409999999999997,21.409999999999997,0.11313708498984897,2.0,20.725,20.725,0.12020815280171052,2.0,21.045,21.045,0.12020815280171805,2.0,22.5,22.506666666666664,0.1227463509301473,6.0,,,,,,,,,,,,,,,,
179,1_1_2_1_LT05_013030_20090919,151.19208,14.0,44.38442,0.9779510005476144,1.0044302,40075.64077407408,1253373762880.0,0.5279610829103215,12481,13070,15.186500814871762,13.117447610267039,13.784670739262152,3.9662894242839157,12.36568840685982,14.253819241712756,-1.2964784519391184,1.828265280874641,45.61558151245117,40075.75,1253383200000,0.8899993896484375,LT05_013030_20090919,17.787142857142857,0.2111663060036045,1.2857142857142858,0.2567762955065478,17.89,14.0,17.610000000000007,17.610000000000007,0.0,2.0,17.509999999999998,17.509999999999998,0.11313708498984897,2.0,17.89,17.89,0.0,2.0,17.56,17.56,0.0,2.0,17.974999999999994,17.979999999999993,0.0244948974278339,6.0,,,,,,,,,,,,,,,,
180,1_1_2_1_LT05_013030_20091005,155.65797,66.0,38.96547,0.9779510005476144,0.9998961,40091.6409037037,1254756174080.0,0.29175126903553306,6897,7450,13.784291618141047,10.215251782875542,10.445311954155855,3.9660772017795662,9.47302934178972,11.409280411957296,-1.034851530187218,1.296921125222543,51.03453063964844,40091.75,1254765600000,1.4799987792968752,LT05_013030_20091005,15.27833333333333,0.020412414523193444,1.0,0.0,15.27,6.0,,,,,,,,,,,,,,,,,15.27,15.27833333333333,0.020412414523193867,6.0,,,,,,,,,,,,,,,,
181,1_1_2_1_LT05_013030_20091021,158.8996,36.0,33.536015,0.9779510005476144,0.9953496,40107.64101331019,1256138583550.0,0.5872250423011844,13882,14717,11.408945473890212,8.144916461864284,7.998219028625084,4.988315130042292,7.998219028625084,8.4919011072642,0.840162832779688,0.5498196431666035,56.46398544311523,40107.75,1256148000000,1.6899993896484375,LT05_013030_20091021,11.481666666666667,0.034302575219167734,1.0,0.0,11.49,6.0,,,,,,,,,,,,,,,,,11.49,11.481666666666667,0.034302575219167616,6.0,,,,,,,,,,,,,,,,
182,1_1_2_1_LT05_013030_20091122,161.29596,27.0,24.420465,0.9779510005476144,0.9875894000000001,40139.641176620375,1258903397660.0,0.7272419627749577,17192,18136,7.503219124581008,5.818588541017048,6.001652176958122,4.478813963488009,5.496443802072776,6.001652176958122,0.060809222252385685,0.307862657220565,65.57953453063965,40139.75,1258912800000,0.6299987792968751,LT05_013030_20091122,8.526666666666667,0.045898438608155886,1.0,0.0,8.535,6.0,,,,,,,,,,,,,,,,,8.535,8.526666666666667,0.04589843860815598,6.0,,,,,,,,,,,,,,,,
185,1_1_2_1_LT05_013030_20100602,133.53642,4.0,62.7411,0.9779510005476144,1.0142215,40331.641381365735,1275492215350.0,0.6920050761421321,16359,17256,24.154066453493556,17.937584446420225,17.943549556330055,13.782890774755744,17.488148622056112,18.397282451194762,1.0785641380557769,0.8412475419244272,27.258899688720703,40331.75,1275501600000,2.4000000000000004,LT05_013030_20100602,20.43,0.7423087108624158,1.2,0.25819888974716115,20.9,10.0,19.71,19.71,,1.0,20.67,20.67,,1.0,18.86,18.86,,1.0,19.66,19.66,,1.0,20.9,20.900000000000002,0.0,6.0,,,,,,,,,,,,,,,,
186,1_1_2_1_LT05_013030_20100618,130.6833,5.0,63.263659999999994,0.9779510005476144,1.0160488,40347.64133240741,1276874611120.0,0.7222927241962775,17075,18013,25.01699108944735,15.274639036049475,15.185709817767803,7.00301393290532,14.252381638822408,16.111877473275804,0.10719545184314014,1.8125666018769266,26.7363395690918,40347.75,1276884000000,2.3600006103515625,LT05_013030_20100618,18.861,0.8689259014566331,1.2,0.25819888974716115,19.515,10.0,18.09,18.09,,1.0,17.91,17.91,,1.0,17.89,17.89,,1.0,17.56,17.56,,1.0,19.52,19.526666666666667,0.021602468994694243,6.0,,,,,,,,,,,,,,,,
187,1_2_1_LE07_013030_20100712,131.44896,25.0,61.67454,0.9779510005476144,1.0165741,40371.64243958333,1278948306780.0,0.319585448392555,7555,7949,25.417296567075343,20.860665086967405,21.32746682125693,2.792483715770921,20.28415916826397,21.845869693093295,-1.4942541619195573,1.455607916199141,28.325458526611328,40371.75,1278957600000,2.430000305175781,LE07_013030_20100712,25.39,0.4615914499497005,1.2,0.25819888974716115,25.585,10.0,25.59,25.59,,1.0,25.07,25.07,,1.0,25.56,25.56,,1.0,24.16,24.16,,1.0,25.59,25.58666666666667,0.016329931618558283,6.0,,,,,,,,,,,,,,,,
188,1_2_1_LE07_013030_20100829,144.92148,0.0,51.27657,0.9779510005476144,1.0098616,40419.642474189815,1283095509770.0,0.6263536379018613,14807,15617,26.40332957691729,19.98811433567222,19.75565361699898,18.70029126344013,19.75565361699898,20.279886217939648,2.3695493520629616,0.7154791707647371,38.72343063354492,40419.75,1283104800000,1.579998779296875,LE07_013030_20100829,21.538,0.3585712388540572,1.2,0.25819888974716115,21.725,10.0,21.67,21.67,,1.0,21.49,21.49,,1.0,20.97,20.97,,1.0,20.79,20.79,,1.0,21.740000000000002,21.743333333333336,0.02160246899469055,6.0,,,,,,,,,,,,,,,,
189,1_1_2_1_LT05_013030_20100906,146.95941000000002,28.0,48.65948,0.9779510005476144,1.0079366,40427.641073032406,1283786588710.0,0.6438663282571913,15221,16024,20.19433967203149,16.871714518966208,17.030874171066362,8.491102388163231,16.57225558515789,17.487748085675136,-2.092367731269972,0.9430804206758658,41.340518951416016,40427.75,1283796000000,2.1100006103515625,LT05_013030_20100906,20.532999999999998,0.8441043905952773,1.2,0.25819888974716115,19.974999999999994,10.0,21.84,21.84,,1.0,21.99,21.99,,1.0,20.97,20.97,,1.0,20.96,20.96,,1.0,19.939999999999994,19.928333333333327,0.05382068994974385,6.0,,,,,,,,,,,,,,,,
190,1_2_1_LE07_013030_20100914,150.319,61.0,46.316654,0.9779510005476144,1.00586,40435.64248819444,1284477910980.0,0.4298223350253807,10161,10635,16.561107782421267,13.442975967773714,14.38197897213167,5.810257903792694,12.160540488005633,14.930630718233989,-1.160703807983878,1.907829927153816,43.68334579467773,40435.75,1284487200000,1.629998779296875,LE07_013030_20100914,18.240000000000002,0.8552582455999274,1.2,0.25819888974716115,17.635000000000005,10.0,19.54,19.54,,1.0,19.04,19.04,,1.0,19.51,19.51,,1.0,18.69,18.69,,1.0,17.605000000000004,17.603333333333335,0.03386246693120266,6.0,,,,,,,,,,,,,,,,
191,1_1_2_1_LT05_013030_20101008,156.24246000000002,3.0,37.99199,0.9779510005476144,0.9991087,40459.640914351854,1286551375000.0,0.7272842639593908,17193,18138,14.720472166714776,12.01154379024435,11.887394371336446,11.408440251382176,11.887394371336446,12.364374956324856,1.2862291016106349,0.30095531840146483,52.00801086425781,40459.75,1286560800000,1.95,LT05_013030_20101008,14.903333333333334,0.027325202042558346,1.0,0.0,14.895,6.0,,,,,,,,,,,,,,,,,14.895,14.903333333333334,0.027325202042558047,6.0,,,,,,,,,,,,,,,,
193,1_2_1_LE07_013030_20110512,139.9514,25.0,59.865025,0.9779510005476144,1.0102063000000001,40675.64338726852,1305213988660.0,0.6173011844331642,14593,15413,18.699970249958113,9.616980148864933,9.320390234708617,6.403551417604568,8.743339044934219,9.89436461958417,1.6172942157424617,1.256167266602676,30.13497543334961,40675.75,1305223200000,1.4299987792968751,LE07_013030_20110512,10.65,0.030983866769658676,0.5,0.0,10.63,6.0,,,,,,,,,,,,,,,,,10.63,10.65,0.030983866769658447,6.0,,,,,,,,,,,,,,,,
194,1_1_2_1_LT05_013030_20110621,129.85707,3.0,63.015804,0.9779510005476144,1.0162461,40715.64040833333,1308669731280.0,0.7272842639593908,17193,18138,25.442016819369307,17.305689278840802,17.030889926250406,16.11191941148533,17.030889926250406,17.487774462264124,1.775713024299007,0.8311889765281193,26.98419570922852,40715.75,1308679200000,2.129998779296875,LT05_013030_20110621,21.209999999999997,0.6388879227045837,0.9200000000000002,0.5593647190240808,21.47,10.0,21.18,21.18,,1.0,21.83,21.83,,1.0,20.32,20.32,,1.0,19.83,19.83,,1.0,21.53,21.49,0.15582040944626036,6.0,,,,,,,,,,,,,,,,
195,1_2_1_LE07_013030_20110629,131.19823,49.0,63.204130000000006,0.9779510005476144,1.0166218,40723.64334328703,1309361184860.0,0.6153130287648054,14546,15323,23.387656042289706,17.84227215164505,17.636634574751426,16.020115444800492,17.636634574751426,18.170680049573953,2.221387700459002,0.6341167190620517,26.79587173461914,40723.75,1309370400000,2.3600006103515625,LE07_013030_20110629,20.641999999999996,0.8998123261115195,0.9200000000000002,0.5593647190240808,20.869999999999997,10.0,22.01,22.01,,1.0,19.86,19.86,,1.0,18.7,18.7,,1.0,21.130000000000006,21.130000000000006,,1.0,20.869999999999997,20.786666666666665,0.3657685971576378,6.0,,,,,,,,,,,,,,,,
196,1_1_2_1_LT05_013030_20110707,129.69343999999998,16.0,61.86865600000001,0.9779510005476144,1.0166934,40731.64033854166,1310052125250.0,0.3122250423011844,7381,7856,21.520704242806765,18.156225401597823,18.394764083889264,11.409572268053408,17.941632248554754,18.84618374354152,-1.6452940646085903,0.9542031201766836,28.13134384155273,40731.75,1310061600000,1.25,LT05_013030_20110707,23.496000000000002,0.7404833256431606,0.9200000000000002,0.5593647190240808,23.6,10.0,24.21,24.21,,1.0,24.38,24.38,,1.0,21.64,21.64,,1.0,23.130000000000006,23.130000000000006,,1.0,23.6,23.599999999999998,0.0,6.0,,,,,,,,,,,,,,,,
197,1_2_1_LE07_013030_20110715,132.33632,16.0,61.469967000000004,0.9779510005476144,1.0164593000000002,40739.64334351852,1310743584880.0,0.6295685279187817,14883,15696,26.911459696027336,19.90843418657902,19.757846681113048,18.701717420970848,19.757846681113048,20.282506516710942,2.4022784160161192,0.550630886157131,28.530033111572266,40739.75,1310752800000,2.139999389648437,LE07_013030_20110715,23.756,0.3463203398268395,0.9200000000000002,0.5593647190240808,23.6,10.0,24.03,24.03,,1.0,24.55,24.55,,1.0,23.32,23.32,,1.0,23.99,23.99,,1.0,23.6,23.611666666666665,0.02857738033247022,6.0,,,,,,,,,,,,,,,,
198,1_2_1_LE07_013030_20110731,135.80113,12.0,58.693363,0.9779510005476144,1.0150965,40755.64330474537,1312125981530.0,0.6445008460236886,15236,16057,26.414531074253336,20.956198663956435,20.805276991079346,20.28277706021271,20.805276991079346,21.325572455300343,2.3580454506387287,0.4711732241582625,31.30663681030273,40755.75,1312135200000,2.1899993896484378,LE07_013030_20110731,24.503,0.2359401995798474,0.9200000000000002,0.5593647190240808,24.55,10.0,24.73,24.73,,1.0,24.72,24.72,,1.0,24.0,24.0,,1.0,24.16,24.16,,1.0,24.55,24.570000000000004,0.03098386676966364,6.0,,,,,,,,,,,,,,,,
