,datetime,lat_dd,long_dd,location,depth_m,temp_degC,source,frequency,month,datetime_ms
96434,2010-07-12 10:00:00,43.3913,-72.0576,loon,1.0,24.919999999999995,edi.499.2,sub-daily,7,1278946800000.0
96435,2010-07-12 10:10:00,43.3913,-72.0576,loon,1.0,24.979999999999997,edi.499.2,sub-daily,7,1278947400000.0
96436,2010-07-12 10:20:00,43.3913,-72.0576,loon,1.0,25.08,edi.499.2,sub-daily,7,1278948000000.0
96437,2010-07-12 10:30:00,43.3913,-72.0576,loon,1.0,25.15000000000001,edi.499.2,sub-daily,7,1278948600000.0
96438,2010-07-12 10:40:00,43.3913,-72.0576,loon,1.0,25.12,edi.499.2,sub-daily,7,1278949200000.0
96439,2010-07-12 10:50:00,43.3913,-72.0576,loon,1.0,25.23,edi.499.2,sub-daily,7,1278949800000.0
381811,2010-07-12 10:00:00,43.3948,-72.079,NorthSunapeeHarbor,1.5,25.04,edi.498.1,sub-daily,7,1278946800000.0
416606,2010-07-12 10:00:00,43.3446,-72.0438,SouthOfTheFells,1.5,23.98,edi.498.1,sub-daily,7,1278946800000.0
451401,2010-07-12 10:00:00,43.3235,-72.0411,Newbury,1.5,23.68,edi.498.1,sub-daily,7,1278946800000.0
486196,2010-07-12 10:00:00,43.4096,-72.0365,HerrickCoveSouth,1.5,25.24,edi.498.1,sub-daily,7,1278946800000.0
