,datetime,lat_dd,long_dd,location,depth_m,temp_degC,source,frequency,month,datetime_ms
158691,2012-08-18 10:00:00,43.3913,-72.0576,loon,0.5,24.29,edi.499.2,sub-daily,8,1345302000000.0
158692,2012-08-18 10:10:00,43.3913,-72.0576,loon,0.5,24.35,edi.499.2,sub-daily,8,1345302600000.0
158693,2012-08-18 10:20:00,43.3913,-72.0576,loon,0.5,24.35,edi.499.2,sub-daily,8,1345303200000.0
158694,2012-08-18 10:30:00,43.3913,-72.0576,loon,0.5,24.35,edi.499.2,sub-daily,8,1345303800000.0
158695,2012-08-18 10:40:00,43.3913,-72.0576,loon,0.5,24.35,edi.499.2,sub-daily,8,1345304400000.0
158696,2012-08-18 10:50:00,43.3913,-72.0576,loon,0.5,24.419999999999995,edi.499.2,sub-daily,8,1345305000000.0
388290,2012-08-18 10:00:00,43.3948,-72.079,NorthSunapeeHarbor,1.5,23.83,edi.498.1,sub-daily,8,1345302000000.0
423085,2012-08-18 10:00:00,43.3446,-72.0438,SouthOfTheFells,1.3,24.16,edi.498.1,sub-daily,8,1345302000000.0
457880,2012-08-18 10:00:00,43.3235,-72.0411,Newbury,1.2,24.02,edi.498.1,sub-daily,8,1345302000000.0
492675,2012-08-18 10:00:00,43.4096,-72.0365,HerrickCoveSouth,1.2,24.72,edi.498.1,sub-daily,8,1345302000000.0
