,datetime,lat_dd,long_dd,location,depth_m,temp_degC,source,frequency,month,datetime_ms
15817,2016-11-01 10:15:00,43.3913,-72.0576,loon,1.5,10.845999999999998,edi.500.2,sub-daily,11,1478013300000.0
15818,2016-11-01 10:30:00,43.3913,-72.0576,loon,1.5,10.944,edi.500.2,sub-daily,11,1478014200000.0
15819,2016-11-01 10:45:00,43.3913,-72.0576,loon,1.5,10.944,edi.500.2,sub-daily,11,1478015100000.0
15820,2016-11-01 11:00:00,43.3913,-72.0576,loon,1.5,10.944,edi.500.2,sub-daily,11,1478016000000.0
269585,2016-11-01 10:10:00,43.3857,-72.0812,harbor,1.5,10.370000000000003,edi.499.2,sub-daily,11,1478013000000.0
269586,2016-11-01 10:20:00,43.3857,-72.0812,harbor,1.5,10.370000000000003,edi.499.2,sub-daily,11,1478013600000.0
269587,2016-11-01 10:30:00,43.3857,-72.0812,harbor,1.5,10.42,edi.499.2,sub-daily,11,1478014200000.0
269588,2016-11-01 10:40:00,43.3857,-72.0812,harbor,1.5,10.47,edi.499.2,sub-daily,11,1478014800000.0
269589,2016-11-01 10:50:00,43.3857,-72.0812,harbor,1.5,10.5,edi.499.2,sub-daily,11,1478015400000.0
269590,2016-11-01 11:00:00,43.3857,-72.0812,harbor,1.5,10.53,edi.499.2,sub-daily,11,1478016000000.0
