,datetime,lat_dd,long_dd,location,depth_m,temp_degC,source,frequency,month,datetime_ms
160992,2012-09-03 10:00:00,43.3913,-72.0576,loon,0.5,22.41,edi.499.2,sub-daily,9,1346684400000.0
160993,2012-09-03 10:10:00,43.3913,-72.0576,loon,0.5,22.41,edi.499.2,sub-daily,9,1346685000000.0
160994,2012-09-03 10:20:00,43.3913,-72.0576,loon,0.5,22.47,edi.499.2,sub-daily,9,1346685600000.0
160995,2012-09-03 10:30:00,43.3913,-72.0576,loon,0.5,22.53,edi.499.2,sub-daily,9,1346686200000.0
160996,2012-09-03 10:40:00,43.3913,-72.0576,loon,0.5,22.53,edi.499.2,sub-daily,9,1346686800000.0
160997,2012-09-03 10:50:00,43.3913,-72.0576,loon,0.5,22.53,edi.499.2,sub-daily,9,1346687400000.0
388674,2012-09-03 10:00:00,43.3948,-72.079,NorthSunapeeHarbor,1.5,21.97,edi.498.1,sub-daily,9,1346684400000.0
423469,2012-09-03 10:00:00,43.3446,-72.0438,SouthOfTheFells,1.3,21.96,edi.498.1,sub-daily,9,1346684400000.0
458264,2012-09-03 10:00:00,43.3235,-72.0411,Newbury,1.2,22.16,edi.498.1,sub-daily,9,1346684400000.0
493059,2012-09-03 10:00:00,43.4096,-72.0365,HerrickCoveSouth,1.2,22.34,edi.498.1,sub-daily,9,1346684400000.0
