,datetime,lat_dd,long_dd,location,depth_m,temp_degC,source,frequency,month,datetime_ms
225310,2015-06-24 10:10:00,43.3913,-72.0576,loon,1.5,20.57,edi.499.2,sub-daily,6,1435158600000.0
225311,2015-06-24 10:20:00,43.3913,-72.0576,loon,1.5,20.56,edi.499.2,sub-daily,6,1435159200000.0
225312,2015-06-24 10:30:00,43.3913,-72.0576,loon,1.5,20.57,edi.499.2,sub-daily,6,1435159800000.0
225313,2015-06-24 10:40:00,43.3913,-72.0576,loon,1.5,20.57,edi.499.2,sub-daily,6,1435160400000.0
225314,2015-06-24 10:50:00,43.3913,-72.0576,loon,1.5,20.57,edi.499.2,sub-daily,6,1435161000000.0
225315,2015-06-24 11:00:00,43.3913,-72.0576,loon,1.5,20.58,edi.499.2,sub-daily,6,1435161600000.0
395547,2015-06-24 11:00:00,43.3948,-72.079,NorthSunapeeHarbor,1.4,19.68,edi.498.1,sub-daily,6,1435161600000.0
430342,2015-06-24 11:00:00,43.3446,-72.0438,SouthOfTheFells,1.4,20.17,edi.498.1,sub-daily,6,1435161600000.0
465137,2015-06-24 11:00:00,43.3235,-72.0411,Newbury,1.5,20.18,edi.498.1,sub-daily,6,1435161600000.0
499932,2015-06-24 11:00:00,43.4096,-72.0365,HerrickCoveSouth,1.4,20.64,edi.498.1,sub-daily,6,1435161600000.0
