,datetime,lat_dd,long_dd,location,depth_m,temp_degC,source,frequency,month,datetime_ms
299273,2018-06-08 10:10:00,43.3913,-72.0576,loon,0.85,17.49,edi.499.2,sub-daily,6,1528470600000.0
299274,2018-06-08 10:15:00,43.3913,-72.0576,loon,0.25,16.919999999999998,edi.499.2,sub-daily,6,1528470900000.0
299275,2018-06-08 10:30:00,43.3913,-72.0576,loon,0.25,16.9,edi.499.2,sub-daily,6,1528471800000.0
299276,2018-06-08 10:45:00,43.3913,-72.0576,loon,0.25,16.88,edi.499.2,sub-daily,6,1528472700000.0
299277,2018-06-08 10:50:00,43.3913,-72.0576,loon,0.85,17.5,edi.499.2,sub-daily,6,1528473000000.0
299278,2018-06-08 11:00:00,43.3913,-72.0576,loon,0.25,16.86,edi.499.2,sub-daily,6,1528473600000.0
511376,2018-06-08 10:10:00,43.4288,-72.0675,GeorgesMills,0.1,17.38,edi.395.1,sub-daily,6,1528470600000.0
511377,2018-06-08 10:10:00,43.4096,-72.033,HerrickCove,0.1,17.57,edi.395.1,sub-daily,6,1528470600000.0
511378,2018-06-08 10:20:00,43.4288,-72.0675,GeorgesMills,0.1,17.38,edi.395.1,sub-daily,6,1528471200000.0
511379,2018-06-08 10:20:00,43.4096,-72.033,HerrickCove,0.1,17.57,edi.395.1,sub-daily,6,1528471200000.0
511380,2018-06-08 10:30:00,43.4288,-72.0675,GeorgesMills,0.1,17.38,edi.395.1,sub-daily,6,1528471800000.0
511381,2018-06-08 10:30:00,43.4096,-72.033,HerrickCove,0.1,17.57,edi.395.1,sub-daily,6,1528471800000.0
511382,2018-06-08 10:40:00,43.4288,-72.0675,GeorgesMills,0.1,17.38,edi.395.1,sub-daily,6,1528472400000.0
511383,2018-06-08 10:40:00,43.4096,-72.033,HerrickCove,0.1,17.57,edi.395.1,sub-daily,6,1528472400000.0
511384,2018-06-08 10:50:00,43.4288,-72.0675,GeorgesMills,0.1,17.38,edi.395.1,sub-daily,6,1528473000000.0
511385,2018-06-08 10:50:00,43.4096,-72.033,HerrickCove,0.1,17.57,edi.395.1,sub-daily,6,1528473000000.0
511386,2018-06-08 11:00:00,43.4288,-72.0675,GeorgesMills,0.1,17.38,edi.395.1,sub-daily,6,1528473600000.0
511387,2018-06-08 11:00:00,43.4096,-72.033,HerrickCove,0.1,17.57,edi.395.1,sub-daily,6,1528473600000.0
