"year","min_depth_m_GeorgesMills","max_depth_m_GeorgesMills","min_month_GeorgesMills","max_month_GeorgesMills","min_depth_m_HerrickCove","max_depth_m_HerrickCove","min_month_HerrickCove","max_month_HerrickCove","min_depth_m_StateBeach","max_depth_m_StateBeach","min_month_StateBeach","max_month_StateBeach"
"2018",0.1,0.5,6,10,0.1,1,6,10,0.1,0.1,6,10
